"11"	"81"
"30"	"81"
"63"	"81"
"76"	"81"
"83"	"81"
"121"	"81"
"7"	"55"
"7"	"81"
"43"	"55"
"43"	"81"
"46"	"55"
"46"	"81"
"60"	"55"
"60"	"81"
"100"	"55"
"100"	"81"
"70"	"19"
"70"	"55"
"70"	"81"
"5"	"19"
"5"	"42"
"5"	"55"
"5"	"81"
"9"	"19"
"9"	"42"
"9"	"55"
"9"	"81"
"18"	"19"
"18"	"42"
"18"	"55"
"18"	"81"
"26"	"19"
"26"	"42"
"26"	"55"
"26"	"81"
"39"	"19"
"39"	"42"
"39"	"55"
"39"	"81"
"44"	"19"
"44"	"42"
"44"	"55"
"44"	"81"
"69"	"19"
"69"	"42"
"69"	"55"
"69"	"81"
"71"	"19"
"71"	"42"
"71"	"55"
"71"	"81"
"73"	"19"
"73"	"42"
"73"	"55"
"73"	"81"
"78"	"19"
"78"	"42"
"78"	"55"
"78"	"81"
"127"	"19"
"127"	"42"
"127"	"55"
"127"	"81"
"137"	"106"
"140"	"19"
"140"	"42"
"140"	"138"
"141"	"42"
"141"	"106"
"141"	"137"
"8"	"19"
"8"	"42"
"8"	"138"
"8"	"140"
"29"	"19"
"29"	"42"
"29"	"138"
"29"	"140"
"35"	"19"
"35"	"42"
"35"	"138"
"35"	"140"
"38"	"19"
"38"	"42"
"38"	"138"
"38"	"140"
"50"	"19"
"50"	"42"
"50"	"138"
"50"	"140"
"84"	"19"
"84"	"42"
"84"	"138"
"84"	"140"
"97"	"19"
"97"	"42"
"97"	"138"
"97"	"140"
"129"	"19"
"129"	"42"
"129"	"138"
"129"	"140"
"139"	"74"
"139"	"106"
"139"	"138"
"139"	"140"
"2"	"106"
"2"	"137"
"2"	"141"
"15"	"106"
"15"	"137"
"15"	"141"
"20"	"106"
"20"	"137"
"20"	"141"
"32"	"106"
"32"	"137"
"32"	"141"
"36"	"106"
"36"	"137"
"36"	"141"
"37"	"106"
"37"	"137"
"37"	"141"
"47"	"106"
"47"	"137"
"47"	"141"
"57"	"106"
"57"	"137"
"57"	"141"
"87"	"106"
"87"	"137"
"87"	"141"
"114"	"106"
"114"	"137"
"114"	"141"
"126"	"5"
"126"	"9"
"126"	"18"
"126"	"26"
"126"	"39"
"126"	"44"
"126"	"69"
"126"	"71"
"126"	"73"
"126"	"78"
"126"	"127"
"126"	"8"
"126"	"29"
"126"	"35"
"126"	"38"
"126"	"50"
"126"	"84"
"126"	"97"
"126"	"129"
"98"	"19"
"98"	"42"
"98"	"138"
"98"	"139"
"3"	"19"
"3"	"42"
"3"	"138"
"3"	"140"
"3"	"139"
"4"	"19"
"4"	"42"
"4"	"138"
"4"	"140"
"4"	"139"
"10"	"19"
"10"	"42"
"10"	"138"
"10"	"140"
"10"	"139"
"16"	"19"
"16"	"42"
"16"	"138"
"16"	"140"
"16"	"139"
"23"	"19"
"23"	"42"
"23"	"138"
"23"	"140"
"23"	"139"
"25"	"19"
"25"	"42"
"25"	"138"
"25"	"140"
"25"	"139"
"34"	"19"
"34"	"42"
"34"	"138"
"34"	"140"
"34"	"139"
"56"	"19"
"56"	"42"
"56"	"138"
"56"	"140"
"56"	"139"
"75"	"19"
"75"	"42"
"75"	"138"
"75"	"140"
"75"	"139"
"85"	"19"
"85"	"42"
"85"	"138"
"85"	"140"
"85"	"139"
"92"	"19"
"92"	"42"
"92"	"138"
"92"	"140"
"92"	"139"
"95"	"19"
"95"	"42"
"95"	"138"
"95"	"140"
"95"	"139"
"96"	"19"
"96"	"42"
"96"	"138"
"96"	"140"
"96"	"139"
"102"	"19"
"102"	"42"
"102"	"138"
"102"	"140"
"102"	"139"
"103"	"19"
"103"	"42"
"103"	"138"
"103"	"140"
"103"	"139"
"117"	"19"
"117"	"42"
"117"	"138"
"117"	"140"
"117"	"139"
"122"	"19"
"122"	"42"
"122"	"138"
"122"	"140"
"122"	"139"
"125"	"19"
"125"	"42"
"125"	"138"
"125"	"140"
"125"	"139"
"132"	"19"
"132"	"42"
"132"	"138"
"132"	"140"
"132"	"139"
"116"	"42"
"116"	"2"
"116"	"47"
"116"	"57"
"116"	"87"
"116"	"114"
"120"	"42"
"120"	"2"
"120"	"47"
"120"	"57"
"120"	"87"
"120"	"114"
"40"	"19"
"40"	"42"
"40"	"74"
"40"	"5"
"40"	"9"
"40"	"18"
"40"	"26"
"40"	"39"
"40"	"44"
"40"	"69"
"40"	"71"
"40"	"73"
"40"	"78"
"40"	"127"
"40"	"8"
"40"	"29"
"40"	"35"
"40"	"38"
"40"	"50"
"40"	"84"
"40"	"97"
"40"	"129"
"40"	"139"
"40"	"2"
"40"	"47"
"40"	"57"
"40"	"87"
"40"	"114"
"62"	"42"
"62"	"81"
"62"	"63"
"62"	"76"
"62"	"3"
"62"	"4"
"62"	"23"
"62"	"56"
"62"	"85"
"62"	"92"
"62"	"117"
"62"	"132"
"12"	"55"
"12"	"81"
"12"	"15"
"12"	"20"
"12"	"32"
"12"	"36"
"12"	"37"
"12"	"3"
"12"	"4"
"12"	"23"
"12"	"56"
"12"	"85"
"12"	"92"
"12"	"117"
"12"	"132"
"52"	"138"
"52"	"5"
"52"	"9"
"52"	"18"
"52"	"26"
"52"	"39"
"52"	"44"
"52"	"69"
"52"	"71"
"52"	"73"
"52"	"78"
"52"	"127"
"52"	"140"
"52"	"8"
"52"	"29"
"52"	"35"
"52"	"38"
"52"	"50"
"52"	"84"
"52"	"97"
"52"	"129"
"52"	"139"
"52"	"15"
"52"	"20"
"52"	"32"
"52"	"36"
"52"	"37"
"52"	"3"
"52"	"4"
"52"	"23"
"52"	"56"
"52"	"85"
"52"	"92"
"52"	"117"
"52"	"132"
"58"	"138"
"58"	"5"
"58"	"9"
"58"	"18"
"58"	"26"
"58"	"39"
"58"	"44"
"58"	"69"
"58"	"71"
"58"	"73"
"58"	"78"
"58"	"127"
"58"	"140"
"58"	"8"
"58"	"29"
"58"	"35"
"58"	"38"
"58"	"50"
"58"	"84"
"58"	"97"
"58"	"129"
"58"	"139"
"58"	"15"
"58"	"20"
"58"	"32"
"58"	"36"
"58"	"37"
"58"	"3"
"58"	"4"
"58"	"23"
"58"	"56"
"58"	"85"
"58"	"92"
"58"	"117"
"58"	"132"
"88"	"138"
"88"	"5"
"88"	"9"
"88"	"18"
"88"	"26"
"88"	"39"
"88"	"44"
"88"	"69"
"88"	"71"
"88"	"73"
"88"	"78"
"88"	"127"
"88"	"140"
"88"	"8"
"88"	"29"
"88"	"35"
"88"	"38"
"88"	"50"
"88"	"84"
"88"	"97"
"88"	"129"
"88"	"139"
"88"	"15"
"88"	"20"
"88"	"32"
"88"	"36"
"88"	"37"
"88"	"3"
"88"	"4"
"88"	"23"
"88"	"56"
"88"	"85"
"88"	"92"
"88"	"117"
"88"	"132"
"90"	"138"
"90"	"5"
"90"	"9"
"90"	"18"
"90"	"26"
"90"	"39"
"90"	"44"
"90"	"69"
"90"	"71"
"90"	"73"
"90"	"78"
"90"	"127"
"90"	"140"
"90"	"8"
"90"	"29"
"90"	"35"
"90"	"38"
"90"	"50"
"90"	"84"
"90"	"97"
"90"	"129"
"90"	"139"
"90"	"15"
"90"	"20"
"90"	"32"
"90"	"36"
"90"	"37"
"90"	"3"
"90"	"4"
"90"	"23"
"90"	"56"
"90"	"85"
"90"	"92"
"90"	"117"
"90"	"132"
"93"	"138"
"93"	"5"
"93"	"9"
"93"	"18"
"93"	"26"
"93"	"39"
"93"	"44"
"93"	"69"
"93"	"71"
"93"	"73"
"93"	"78"
"93"	"127"
"93"	"140"
"93"	"8"
"93"	"29"
"93"	"35"
"93"	"38"
"93"	"50"
"93"	"84"
"93"	"97"
"93"	"129"
"93"	"139"
"93"	"15"
"93"	"20"
"93"	"32"
"93"	"36"
"93"	"37"
"93"	"3"
"93"	"4"
"93"	"23"
"93"	"56"
"93"	"85"
"93"	"92"
"93"	"117"
"93"	"132"
"1"	"42"
"1"	"63"
"1"	"76"
"1"	"3"
"1"	"4"
"1"	"23"
"1"	"56"
"1"	"85"
"1"	"92"
"1"	"117"
"1"	"132"
"1"	"62"
"22"	"42"
"22"	"63"
"22"	"76"
"22"	"3"
"22"	"4"
"22"	"23"
"22"	"56"
"22"	"85"
"22"	"92"
"22"	"117"
"22"	"132"
"22"	"62"
"45"	"42"
"45"	"63"
"45"	"76"
"45"	"3"
"45"	"4"
"45"	"23"
"45"	"56"
"45"	"85"
"45"	"92"
"45"	"117"
"45"	"132"
"45"	"62"
"86"	"42"
"86"	"63"
"86"	"76"
"86"	"3"
"86"	"4"
"86"	"23"
"86"	"56"
"86"	"85"
"86"	"92"
"86"	"117"
"86"	"132"
"86"	"62"
"91"	"42"
"91"	"63"
"91"	"76"
"91"	"3"
"91"	"4"
"91"	"23"
"91"	"56"
"91"	"85"
"91"	"92"
"91"	"117"
"91"	"132"
"91"	"62"
"94"	"42"
"94"	"63"
"94"	"76"
"94"	"3"
"94"	"4"
"94"	"23"
"94"	"56"
"94"	"85"
"94"	"92"
"94"	"117"
"94"	"132"
"94"	"62"
"108"	"42"
"108"	"63"
"108"	"76"
"108"	"3"
"108"	"4"
"108"	"23"
"108"	"56"
"108"	"85"
"108"	"92"
"108"	"117"
"108"	"132"
"108"	"62"
"112"	"42"
"112"	"63"
"112"	"76"
"112"	"3"
"112"	"4"
"112"	"23"
"112"	"56"
"112"	"85"
"112"	"92"
"112"	"117"
"112"	"132"
"112"	"62"
"113"	"42"
"113"	"63"
"113"	"76"
