"3"	"26"
"5"	"26"
"23"	"26"
"35"	"26"
"1"	"60"
"9"	"60"
"10"	"60"
"12"	"60"
"14"	"60"
"16"	"60"
"19"	"60"
"25"	"60"
"28"	"60"
"29"	"60"
"31"	"60"
"34"	"60"
"37"	"60"
"38"	"60"
"47"	"60"
"48"	"60"
"49"	"60"
"50"	"60"
"52"	"60"
"53"	"60"
"57"	"60"
"59"	"60"
"61"	"60"
"72"	"60"
"75"	"60"
"83"	"60"
"85"	"60"
"86"	"60"
"36"	"26"
"36"	"60"
"44"	"24"
"44"	"26"
"44"	"60"
"45"	"24"
"45"	"26"
"45"	"60"
"18"	"52"
"54"	"52"
"77"	"52"
"27"	"72"
"64"	"72"
"81"	"52"
"81"	"75"
"73"	"36"
"55"	"26"
"55"	"30"
"55"	"60"
"55"	"19"
"55"	"53"
"55"	"36"
"56"	"26"
"56"	"30"
"56"	"60"
"56"	"19"
"56"	"53"
"56"	"36"
"8"	"19"
"8"	"31"
"8"	"45"
"4"	"31"
"4"	"38"
"4"	"50"
"4"	"52"
"4"	"72"
"4"	"75"
"4"	"36"
"4"	"54"
"43"	"56"
"11"	"19"
"11"	"56"
"68"	"19"
"68"	"56"
"87"	"47"
"87"	"36"
"87"	"56"
"15"	"31"
"15"	"45"
"15"	"54"
"15"	"56"
"67"	"19"
"67"	"31"
"67"	"36"
"67"	"45"
"67"	"56"
"33"	"19"
"33"	"47"
"33"	"50"
"33"	"36"
"33"	"45"
"33"	"56"
"13"	"26"
"13"	"30"
"13"	"14"
"13"	"19"
"13"	"38"
"13"	"47"
"13"	"50"
"13"	"53"
"13"	"75"
"13"	"36"
"13"	"44"
"13"	"55"
"13"	"56"
"78"	"18"
"78"	"77"
"78"	"4"
"17"	"31"
"17"	"13"
"20"	"47"
"20"	"44"
"20"	"45"
"20"	"13"
"21"	"50"
"21"	"36"
"21"	"44"
"21"	"13"
"58"	"36"
"58"	"45"
"58"	"56"
"58"	"13"
"82"	"26"
"82"	"1"
"82"	"14"
"82"	"19"
"82"	"47"
"82"	"50"
"82"	"52"
"82"	"36"
"82"	"45"
"82"	"56"
"82"	"13"
"22"	"24"
"22"	"19"
"22"	"29"
"22"	"50"
"22"	"52"
"22"	"53"
"22"	"72"
"22"	"75"
"22"	"86"
"22"	"36"
"22"	"54"
"22"	"56"
"22"	"13"
"2"	"31"
"2"	"22"
"6"	"19"
"6"	"31"
"6"	"38"
"6"	"54"
"6"	"56"
"6"	"22"
"74"	"19"
"74"	"31"
"74"	"52"
"74"	"75"
"74"	"56"
"74"	"22"
"32"	"19"
"32"	"31"
"32"	"52"
"32"	"75"
"32"	"54"
"32"	"56"
"32"	"22"
"76"	"19"
"76"	"31"
"76"	"47"
"76"	"50"
"76"	"36"
"76"	"45"
"76"	"56"
"76"	"13"
"76"	"22"
"84"	"9"
"84"	"16"
"84"	"19"
"84"	"31"
"84"	"47"
"84"	"50"
"84"	"52"
"84"	"36"
"84"	"44"
"84"	"56"
"84"	"13"
"84"	"22"
"88"	"12"
"88"	"19"
"88"	"29"
"88"	"31"
"88"	"38"
"88"	"50"
"88"	"52"
"88"	"72"
"88"	"75"
"88"	"36"
"88"	"56"
"88"	"22"
"63"	"26"
"63"	"16"
"63"	"19"
"63"	"31"
"63"	"38"
"63"	"50"
"63"	"52"
"63"	"53"
"63"	"75"
"63"	"44"
"63"	"54"
"63"	"56"
"63"	"13"
"63"	"22"
"70"	"35"
"70"	"16"
"70"	"19"
"70"	"29"
"70"	"31"
"70"	"38"
"70"	"50"
"70"	"52"
"70"	"72"
"70"	"86"
"70"	"36"
"70"	"54"
"70"	"56"
"70"	"13"
"70"	"22"
"66"	"12"
"66"	"14"
"66"	"19"
"66"	"29"
"66"	"31"
"66"	"38"
"66"	"48"
"66"	"50"
"66"	"52"
"66"	"72"
"66"	"75"
"66"	"86"
"66"	"36"
"66"	"54"
"66"	"56"
"66"	"22"
"79"	"18"
"79"	"77"
"79"	"4"
"79"	"22"
"79"	"6"
"71"	"35"
"71"	"1"
"71"	"9"
"71"	"16"
"71"	"19"
"71"	"29"
"71"	"31"
"71"	"38"
"71"	"48"
"71"	"50"
"71"	"52"
"71"	"57"
"71"	"72"
"71"	"75"
"71"	"36"
"71"	"54"
"71"	"56"
"71"	"13"
"71"	"22"
"71"	"70"
"51"	"19"
"51"	"31"
"51"	"52"
"51"	"75"
"51"	"54"
"51"	"13"
"51"	"22"
"51"	"71"
"69"	"19"
"69"	"31"
"69"	"52"
"69"	"75"
"69"	"54"
"69"	"56"
"69"	"13"
"69"	"22"
"69"	"71"
"46"	"6"
"46"	"74"
"46"	"88"
"46"	"63"
"46"	"51"
"65"	"26"
"65"	"3"
"65"	"9"
"65"	"10"
"65"	"12"
"65"	"14"
"65"	"16"
"65"	"19"
"65"	"25"
"65"	"28"
"65"	"29"
"65"	"31"
"65"	"34"
"65"	"37"
"65"	"38"
"65"	"47"
"65"	"48"
"65"	"49"
"65"	"50"
"65"	"52"
"65"	"59"
"65"	"61"
"65"	"72"
"65"	"75"
"65"	"83"
"65"	"85"
"65"	"86"
"65"	"36"
"65"	"45"
"65"	"18"
"65"	"54"
"65"	"77"
"65"	"27"
"65"	"64"
"65"	"73"
"65"	"55"
"65"	"56"
"65"	"4"
"65"	"13"
"65"	"22"
"65"	"66"
"65"	"71"
"65"	"51"
"80"	"18"
"80"	"77"
"80"	"4"
"80"	"88"
"80"	"65"
"40"	"14"
"40"	"50"
"40"	"18"
"40"	"77"
"40"	"13"
"40"	"65"
"62"	"4"
"62"	"6"
"62"	"74"
"62"	"88"
"62"	"71"
"62"	"69"
"62"	"65"
"42"	"19"
"42"	"31"
"42"	"18"
"42"	"54"
"42"	"77"
"42"	"56"
"42"	"13"
"42"	"65"
"41"	"19"
"41"	"31"
"41"	"45"
"41"	"18"
"41"	"54"
"41"	"77"
"41"	"56"
"41"	"13"
"41"	"65"
"7"	"4"
"7"	"13"
"7"	"6"
"7"	"74"
"7"	"88"
"7"	"63"
"7"	"71"
"7"	"51"
"7"	"69"
"7"	"65"
"39"	"14"
"39"	"50"
"39"	"45"
"39"	"18"
"39"	"77"
"39"	"13"
"39"	"74"
"39"	"76"
"39"	"63"
"39"	"65"
