Size	Connectance	Basal_p	Network	Species	Persistence	in_Degree	out_Degree	STL	m12	m36	m38	m6	p(12, 0, 1)	p(12, 1, 0)	p(12, 1, 1)	p(36, 0, 1)	p(36, 2, 0)	p(38, 0, 2)	p(38, 1, 1)	p(38, 2, 0)	p(6, 0, 2)	p(6, 1, 0)
242	0.056	0.0	reef_noSynodus	"sp92"	0.669	15	19	3	326	724	160	1452	73	27	226	620	104	34	59	67	71	1381
242	0.056	0.0	reef_noSynodus	"sp218"	0.61577	104	5	3	756	1097	480	5441	485	0	271	1096	1	222	249	9	5134	307
242	0.056	0.0	reef_noSynodus	"sp55"	0.71855	6	30	2	463	569	96	464	10	301	152	199	370	3	28	65	12	452
242	0.056	0.0	reef_noSynodus	"sp226"	0.69752	16	13	2	281	789	102	1142	41	53	187	733	56	59	21	22	61	1081
242	0.056	0.0	reef_noSynodus	"sp140"	0.6246	47	5	3	338	690	264	1429	258	7	73	690	0	92	162	10	989	440
242	0.056	0.0	reef_noSynodus	"sp71"	0.75119	3	8	2	121	210	10	283	13	85	23	189	21	2	1	7	1	282
242	0.056	0.0	reef_noSynodus	"sp156"	0.67451	6	16	3	141	518	93	1377	42	27	72	457	61	10	24	59	5	1372
242	0.056	0.0	reef_noSynodus	"sp234"	0.66313	10	12	3	210	615	65	1016	64	46	100	574	41	20	20	25	25	991
242	0.056	0.0	reef_noSynodus	"sp147"	0.71394	12	16	2	227	712	115	1335	28	36	163	642	70	36	29	50	30	1305
242	0.056	0.0	reef_noSynodus	"sp31"	0.75969	4	7	2	173	185	17	70	0	155	18	168	17	3	10	4	3	67
242	0.056	0.0	reef_noSynodus	"sp94"	0.65562	16	23	3	402	844	205	1590	73	24	305	687	157	46	63	96	74	1516
242	0.056	0.0	reef_noSynodus	"sp136"	0.65856	18	5	3	107	226	81	684	81	7	19	226	0	0	71	10	153	531
242	0.056	0.0	reef_noSynodus	"sp117"	0.78425	3	14	2	186	277	33	133	0	158	28	204	73	1	14	18	2	131
242	0.056	0.0	reef_noSynodus	"sp40"	0.66691	31	11	3	374	753	196	1000	145	6	223	737	16	39	118	39	426	574
242	0.056	0.0	reef_noSynodus	"sp49"	0.61022	22	14	3	332	379	262	1388	187	19	126	325	54	43	182	37	188	1200
242	0.056	0.0	reef_noSynodus	"sp164"	0.60042	2	4	4	25	44	11	545	17	5	3	44	0	0	5	6	1	544
242	0.056	0.0	reef_noSynodus	"sp107"	0.72394	2	14	2	29	137	55	1311	2	11	16	89	48	0	12	43	1	1310
242	0.056	0.0	reef_noSynodus	"sp206"	0.60689	9	8	3	149	35	55	623	106	5	38	28	7	0	34	21	36	587
242	0.056	0.0	reef_noSynodus	"sp124"	0.68488	2	13	3	62	225	32	1275	15	22	25	177	48	1	1	30	0	1275
242	0.056	0.0	reef_noSynodus	"sp210"	0.71692	5	21	2	139	277	94	1439	16	33	90	142	135	4	15	75	6	1433
242	0.056	0.0	reef_noSynodus	"sp2"	0.69521	6	10	2	103	338	45	1208	43	14	46	315	23	9	14	22	6	1202
242	0.056	0.0	reef_noSynodus	"sp241"	0.69688	5	9	3	91	361	21	938	20	34	37	332	29	6	8	7	4	934
242	0.056	0.0	reef_noSynodus	"sp177"	0.89953	0	12	1	420	50	16	35	0	420	0	0	50	0	0	16	0	35
242	0.056	0.0	reef_noSynodus	"sp83"	0.6638	10	10	3	161	572	68	1215	69	14	78	549	23	24	22	22	21	1194
242	0.056	0.0	reef_noSynodus	"sp190"	0.75223	3	14	2	108	226	62	930	15	57	36	189	37	2	6	54	1	929
242	0.056	0.0	reef_noSynodus	"sp240"	0.66532	7	11	3	122	440	56	1232	45	18	59	410	30	13	18	25	8	1224
242	0.056	0.0	reef_noSynodus	"sp152"	0.62511	53	4	3	467	446	298	1627	389	6	72	446	0	152	140	6	1226	401
242	0.056	0.0	reef_noSynodus	"sp93"	0.65874	13	18	3	268	784	153	1430	59	27	182	690	94	42	52	59	36	1394
242	0.056	0.0	reef_noSynodus	"sp76"	0.63401	3	10	3	76	299	36	1205	44	14	18	276	23	2	12	22	1	1204
242	0.056	0.0	reef_noSynodus	"sp17"	0.78427	3	20	2	135	298	53	1020	0	77	58	158	140	1	2	50	2	1018
242	0.056	0.0	reef_noSynodus	"sp221"	0.81016	1	29	2	518	389	64	210	0	498	20	38	351	0	9	55	0	210
242	0.056	0.0	reef_noSynodus	"sp219"	0.59803	42	1	3	1034	188	315	712	1029	0	5	188	0	278	37	0	583	129
242	0.056	0.0	reef_noSynodus	"sp188"	0.67263	10	14	3	161	573	122	1336	65	18	78	526	47	16	62	44	29	1307
242	0.056	0.0	reef_noSynodus	"sp179"	0.71036	15	77	2	1679	3037	483	400	17	793	869	262	2775	46	286	151	59	341
242	0.056	0.0	reef_noSynodus	"sp67"	0.63223	2	12	3	58	238	42	1307	30	17	11	200	38	1	13	28	0	1307
242	0.056	0.0	reef_noSynodus	"sp108"	0.66884	3	13	3	52	237	52	1287	16	9	27	197	40	2	12	38	1	1286
242	0.056	0.0	reef_noSynodus	"sp235"	0.6593	5	8	3	78	326	34	618	38	5	35	319	7	8	5	21	2	616
242	0.056	0.0	reef_noSynodus	"sp27"	0.78282	3	65	2	788	1792	449	663	0	639	149	114	1678	1	46	402	2	661
242	0.056	0.0	reef_noSynodus	"sp165"	0.78382	3	16	2	112	275	64	987	0	70	42	212	63	1	6	57	2	985
242	0.056	0.0	reef_noSynodus	"sp56"	0.72988	1	12	3	60	150	19	1075	1	47	12	103	47	0	0	19	0	1075
242	0.056	0.0	reef_noSynodus	"sp36"	0.70688	15	17	2	287	676	116	1468	30	22	235	598	78	38	20	58	67	1401
242	0.056	0.0	reef_noSynodus	"sp131"	0.66299	8	4	3	77	394	22	544	41	7	29	394	0	13	3	6	15	529
242	0.056	0.0	reef_noSynodus	"sp15"	0.64998	9	3	3	93	498	30	515	66	3	24	498	0	24	3	3	12	503
242	0.056	0.0	reef_noSynodus	"sp148"	0.81033	2	12	2	43	152	30	1252	0	21	22	114	38	0	2	28	1	1251
242	0.056	0.0	reef_noSynodus	"sp116"	0.63196	2	14	3	90	246	59	1086	30	50	10	195	51	1	18	40	0	1086
242	0.056	0.0	reef_noSynodus	"sp5"	0.72384	4	19	2	137	352	92	1363	27	47	63	255	97	5	13	74	1	1362
242	0.056	0.0	reef_noSynodus	"sp125"	0.81075	1	45	2	622	930	107	380	0	584	38	40	890	0	7	100	0	380
242	0.056	0.0	reef_noSynodus	"sp100"	0.65796	10	14	3	189	594	99	1316	70	21	98	539	55	21	42	36	24	1292
242	0.056	0.0	reef_noSynodus	"sp205"	0.72951	1	11	3	16	125	33	753	1	6	9	101	24	0	2	31	0	753
242	0.056	0.0	reef_noSynodus	"sp184"	0.67244	13	17	3	269	755	141	1379	58	35	176	674	81	41	45	55	37	1342
242	0.056	0.0	reef_noSynodus	"sp176"	0.69397	5	11	3	115	318	32	974	19	46	50	286	32	4	5	23	6	968
242	0.056	0.0	reef_noSynodus	"sp229"	0.66493	4	13	3	51	182	74	1285	25	9	17	143	39	0	35	39	6	1279
242	0.056	0.0	reef_noSynodus	"sp211"	0.81181	1	16	2	47	132	57	953	0	31	16	69	63	0	0	57	0	953
242	0.056	0.0	reef_noSynodus	"sp24"	0.67535	17	4	2	147	738	60	593	74	8	65	738	0	51	3	6	85	508
242	0.056	0.0	reef_noSynodus	"sp48"	0.66325	22	15	3	298	382	264	1451	155	17	126	321	61	16	204	44	215	1236
242	0.056	0.0	reef_noSynodus	"sp138"	0.62527	25	5	3	225	478	140	772	161	7	57	478	0	62	68	10	238	534
242	0.056	0.0	reef_noSynodus	"sp82"	0.70438	17	82	2	1548	3140	866	753	19	526	1003	257	2883	37	391	438	99	654
242	0.056	0.0	reef_noSynodus	"sp196"	0.59706	39	6	3	612	269	262	1058	496	0	116	265	4	133	118	11	608	450
242	0.056	0.0	reef_noSynodus	"sp212"	0.80927	1	22	2	56	221	79	1552	0	34	22	69	152	0	0	79	0	1552
242	0.056	0.0	reef_noSynodus	"sp10"	0.70046	8	4	2	80	355	20	569	47	4	29	355	0	11	3	6	17	552
242	0.056	0.0	reef_noSynodus	"sp232"	0.60704	25	7	3	287	334	146	837	200	14	73	330	4	27	102	17	273	564
242	0.056	0.0	reef_noSynodus	"sp77"	0.6613	9	10	3	143	639	69	1205	60	14	69	616	23	26	21	22	10	1195
242	0.056	0.0	reef_noSynodus	"sp47"	0.80958	2	1	2	6	116	0	192	0	4	2	116	0	0	0	0	1	191
242	0.056	0.0	reef_noSynodus	"sp66"	0.68427	4	9	2	69	287	36	1103	32	13	24	270	17	5	12	19	1	1102
242	0.056	0.0	reef_noSynodus	"sp220"	0.71462	3	9	2	179	223	27	392	18	151	10	195	28	2	17	8	1	391
242	0.056	0.0	reef_noSynodus	"sp19"	0.55917	1	8	4	38	23	7	913	3	28	7	1	22	0	1	6	0	913
242	0.056	0.0	reef_noSynodus	"sp81"	0.60696	167	0	2	1176	80	1535	12326	1176	0	0	80	0	1535	0	0	12326	0
242	0.056	0.0	reef_noSynodus	"sp178"	0.68492	2	13	3	25	161	52	1302	2	9	14	122	39	1	12	39	0	1302
242	0.056	0.0	reef_noSynodus	"sp57"	0.72986	1	14	3	36	158	36	1393	1	21	14	103	55	0	0	36	0	1393
242	0.056	0.0	reef_noSynodus	"sp192"	0.69117	14	15	2	252	694	115	969	43	26	183	643	51	34	27	54	57	912
242	0.056	0.0	reef_noSynodus	"sp199"	0.62003	1	11	3	38	130	31	1252	17	16	5	100	30	0	6	25	0	1252
242	0.056	0.0	reef_noSynodus	"sp37"	0.71494	4	4	2	33	262	9	514	9	8	16	262	0	3	0	6	3	511
242	0.056	0.0	reef_noSynodus	"sp122"	0.66348	8	11	3	149	416	47	1017	55	39	55	369	47	6	33	8	22	995
242	0.056	0.0	reef_noSynodus	"sp155"	0.6262	4	11	3	102	344	42	1248	55	16	31	314	30	4	13	25	2	1246
242	0.056	0.0	reef_noSynodus	"sp239"	0.69011	6	7	3	57	180	39	609	30	4	23	179	1	0	19	20	15	594
242	0.056	0.0	reef_noSynodus	"sp130"	0.64924	7	8	3	139	490	40	829	64	33	42	474	16	14	14	12	7	822
242	0.056	0.0	reef_noSynodus	"sp115"	0.65616	9	15	3	192	622	109	1368	66	22	104	573	49	22	31	56	14	1354
242	0.056	0.0	reef_noSynodus	"sp4"	0.6823	6	3	2	67	276	11	513	48	3	16	276	0	6	2	3	9	504
242	0.056	0.0	reef_noSynodus	"sp171"	0.74045	7	16	2	173	427	71	876	13	59	101	356	71	11	11	49	10	866
242	0.056	0.0	reef_noSynodus	"sp149"	0.66859	15	12	3	230	794	110	1283	61	24	145	756	38	47	35	28	58	1225
242	0.056	0.0	reef_noSynodus	"sp101"	0.66595	13	11	3	202	717	84	971	53	44	105	671	46	37	38	9	41	930
242	0.056	0.0	reef_noSynodus	"sp185"	0.70382	6	2	2	46	154	8	32	21	16	9	153	1	5	3	0	10	22
242	0.056	0.0	reef_noSynodus	"sp228"	0.76068	4	18	2	459	272	80	124	1	428	30	155	117	2	42	36	4	120
242	0.056	0.0	reef_noSynodus	"sp204"	0.70168	15	23	2	491	751	171	271	22	220	249	525	226	48	96	27	57	214
242	0.056	0.0	reef_noSynodus	"sp213"	0.77073	2	15	2	61	149	53	850	1	30	30	97	52	0	0	53	1	849
242	0.056	0.0	reef_noSynodus	"sp200"	0.62163	3	3	3	63	251	7	232	42	15	6	250	1	2	3	2	1	231
242	0.056	0.0	reef_noSynodus	"sp61"	0.64944	5	3	3	59	363	13	506	43	3	13	363	0	8	2	3	2	504
242	0.056	0.0	reef_noSynodus	"sp29"	0.6492	6	3	3	43	143	9	515	28	3	12	143	0	0	6	3	15	500
242	0.056	0.0	reef_noSynodus	"sp74"	0.65032	21	5	3	185	434	93	716	139	6	40	434	0	18	65	10	192	524
242	0.056	0.0	reef_noSynodus	"sp11"	0.7063	3	4	2	35	187	9	555	20	4	11	187	0	2	1	6	1	554
242	0.056	0.0	reef_noSynodus	"sp50"	0.71565	9	3	2	55	393	21	524	26	3	26	393	0	17	1	3	19	505
242	0.056	0.0	reef_noSynodus	"sp233"	0.77036	2	19	2	405	286	57	171	1	387	17	151	135	0	21	36	1	170
242	0.056	0.0	reef_noSynodus	"sp46"	0.61435	192	4	3	1495	241	1487	17223	1064	0	431	240	1	1145	337	5	17191	32
242	0.056	0.0	reef_noSynodus	"sp153"	0.65239	30	5	3	268	386	118	916	218	6	44	386	0	2	106	10	433	483
242	0.056	0.0	reef_noSynodus	"sp198"	0.61917	3	4	3	54	248	13	544	42	5	7	248	0	2	5	6	1	543
242	0.056	0.0	reef_noSynodus	"sp163"	0.68418	2	15	3	30	178	62	1219	2	11	17	121	57	1	13	48	0	1219
242	0.056	0.0	reef_noSynodus	"sp69"	0.78476	3	3	2	28	221	1	145	0	19	9	218	3	1	0	0	2	143
242	0.056	0.0	reef_noSynodus	"sp223"	0.71054	14	11	2	208	665	77	1079	34	41	133	628	37	38	21	18	53	1026
242	0.056	0.0	reef_noSynodus	"sp18"	0.61549	3	8	3	81	176	19	904	41	28	12	154	22	1	12	6	2	902
242	0.056	0.0	reef_noSynodus	"sp26"	0.90065	0	70	1	1000	2240	175	283	0	1000	0	0	2240	0	0	175	0	283
242	0.056	0.0	reef_noSynodus	"sp123"	0.67057	9	11	3	153	451	56	1062	54	37	62	407	44	8	37	11	28	1034
242	0.056	0.0	reef_noSynodus	"sp88"	0.58847	2	14	4	47	66	53	1362	16	20	11	11	55	0	17	36	1	1361
242	0.056	0.0	reef_noSynodus	"sp143"	0.64258	2	3	4	8	46	5	355	4	0	4	46	0	0	2	3	1	354
242	0.056	0.0	reef_noSynodus	"sp191"	0.80993	1	20	2	48	187	72	1434	0	28	20	69	118	0	0	72	0	1434
242	0.056	0.0	reef_noSynodus	"sp170"	0.66861	4	2	3	49	291	6	206	32	11	6	290	1	4	2	0	2	204
242	0.056	0.0	reef_noSynodus	"sp238"	0.62453	10	6	3	94	132	68	601	78	4	12	131	1	6	48	14	39	562
242	0.056	0.0	reef_noSynodus	"sp58"	0.7304	1	13	3	34	148	33	1345	1	21	12	102	46	0	1	32	0	1345
242	0.056	0.0	reef_noSynodus	"sp89"	0.6693	7	5	3	51	181	42	573	40	7	4	180	1	2	31	9	19	554
242	0.056	0.0	reef_noSynodus	"sp133"	0.67646	9	3	2	82	428	25	520	55	3	24	428	0	19	3	3	17	503
242	0.056	0.0	reef_noSynodus	"sp203"	0.71692	3	9	2	167	203	20	354	15	134	18	175	28	3	9	8	0	354
242	0.056	0.0	reef_noSynodus	"sp139"	0.61915	46	5	3	374	653	275	1372	286	7	81	653	0	116	149	10	919	453
242	0.056	0.0	reef_noSynodus	"sp95"	0.64162	2	10	3	56	155	37	721	20	21	15	141	14	1	5	31	0	721
242	0.056	0.0	reef_noSynodus	"sp154"	0.62809	3	11	3	73	208	35	1252	32	16	25	178	30	2	8	25	1	1251
242	0.056	0.0	reef_noSynodus	"sp60"	0.71637	14	109	2	1682	5429	1016	925	3	454	1225	224	5205	34	301	681	57	868
242	0.056	0.0	reef_noSynodus	"sp80"	0.62464	2	5	3	33	24	17	518	25	6	2	23	1	0	8	9	1	517
242	0.056	0.0	reef_noSynodus	"sp230"	0.90012	0	30	1	299	395	40	211	0	299	0	0	395	0	0	40	0	211
242	0.056	0.0	reef_noSynodus	"sp51"	0.70078	5	10	2	102	262	31	1086	29	25	48	240	22	6	2	23	4	1082
242	0.056	0.0	reef_noSynodus	"sp186"	0.61819	101	5	3	780	1025	428	5187	520	0	260	1024	1	174	245	9	4876	311
242	0.056	0.0	reef_noSynodus	"sp75"	0.63385	66	5	3	459	815	490	2254	320	6	133	815	0	283	197	10	1862	392
242	0.056	0.0	reef_noSynodus	"sp12"	0.67799	7	9	3	128	507	38	924	42	35	51	485	22	12	12	14	9	915
242	0.056	0.0	reef_noSynodus	"sp193"	0.81224	1	15	2	41	120	54	939	0	26	15	69	51	0	0	54	0	939
242	0.056	0.0	reef_noSynodus	"sp222"	0.6546	2	21	3	130	256	80	940	18	83	29	112	144	1	13	66	0	940
242	0.056	0.0	reef_noSynodus	"sp144"	0.70628	8	12	2	131	501	57	1263	27	21	83	463	38	16	13	28	12	1251
242	0.056	0.0	reef_noSynodus	"sp9"	0.65649	7	6	3	75	289	36	629	45	7	23	288	1	3	19	14	18	611
242	0.056	0.0	reef_noSynodus	"sp32"	0.65565	6	4	3	80	395	19	513	51	8	21	395	0	10	3	6	5	508
242	0.056	0.0	reef_noSynodus	"sp96"	0.66526	16	11	3	237	788	108	786	60	22	155	768	20	52	21	35	68	718
242	0.056	0.0	reef_noSynodus	"sp45"	0.61452	15	2	2	177	249	42	270	175	0	2	249	0	13	28	1	92	178
242	0.056	0.0	reef_noSynodus	"sp68"	0.70993	7	40	2	623	845	172	369	18	422	183	133	712	7	97	68	14	355
242	0.056	0.0	reef_noSynodus	"sp21"	0.72153	10	9	2	177	380	69	85	7	124	46	355	25	14	44	11	31	54
242	0.056	0.0	reef_noSynodus	"sp120"	0.6649	8	10	3	137	406	47	998	55	35	47	369	37	6	33	8	22	976
242	0.056	0.0	reef_noSynodus	"sp35"	0.72816	6	4	2	45	171	12	564	18	4	23	171	0	5	1	6	10	554
242	0.056	0.0	reef_noSynodus	"sp173"	0.68106	5	10	3	83	420	40	1208	30	14	39	397	23	7	11	22	3	1205
242	0.056	0.0	reef_noSynodus	"sp132"	0.67574	15	3	2	102	790	59	555	57	3	42	790	0	53	3	3	52	503
242	0.056	0.0	reef_noSynodus	"sp113"	0.72512	3	5	2	42	119	10	551	14	14	14	116	3	2	1	7	1	550
242	0.056	0.0	reef_noSynodus	"sp142"	0.63282	15	4	3	134	506	76	562	90	5	39	506	0	49	21	6	56	506
242	0.056	0.0	reef_noSynodus	"sp214"	0.78314	3	15	2	76	178	53	852	1	30	45	126	52	0	0	53	3	849
242	0.056	0.0	reef_noSynodus	"sp6"	0.81096	2	23	2	88	270	99	1477	0	44	44	114	156	0	2	97	1	1476
242	0.056	0.0	reef_noSynodus	"sp59"	0.74791	5	7	2	98	326	16	281	3	63	32	313	13	5	3	8	5	276
242	0.056	0.0	reef_noSynodus	"sp103"	0.6521	9	12	3	167	510	72	1245	65	19	83	472	38	19	25	28	17	1228
242	0.056	0.0	reef_noSynodus	"sp202"	0.63664	4	10	3	99	245	29	961	43	36	20	207	38	2	20	7	4	957
242	0.056	0.0	reef_noSynodus	"sp128"	0.81133	1	3	2	6	69	3	506	0	3	3	69	0	0	0	3	0	506
242	0.056	0.0	reef_noSynodus	"sp187"	0.63409	8	10	3	139	275	53	1213	70	14	55	252	23	6	25	22	22	1191
242	0.056	0.0	reef_noSynodus	"sp53"	0.66593	6	10	3	121	383	41	1081	44	25	52	361	22	10	8	23	5	1076
242	0.056	0.2	reef_noSynodus	"sp63"	0.81986	0	48	1	979	908	220	347	0	979	0	0	908	0	0	220	0	347
242	0.056	0.2	reef_noSynodus	"sp99"	0.59232	11	13	3	197	619	101	1300	71	21	105	572	47	32	38	31	23	1277
242	0.056	0.2	reef_noSynodus	"sp129"	0.60196	4	3	3	78	258	7	239	35	32	11	258	0	3	1	3	3	236
242	0.056	0.2	reef_noSynodus	"sp97"	0.60157	12	10	3	200	629	79	744	75	21	104	615	14	32	16	31	34	710
242	0.056	0.2	reef_noSynodus	"sp201"	0.59755	9	6	3	88	353	44	585	49	12	27	349	4	6	27	11	30	555
242	0.056	0.2	reef_noSynodus	"sp52"	0.6272	5	10	2	103	291	35	1082	35	25	43	269	22	5	7	23	5	1077
242	0.056	0.2	reef_noSynodus	"sp111"	0.59031	10	10	3	134	614	81	1159	56	14	64	591	23	23	36	22	22	1137
242	0.056	0.2	reef_noSynodus	"sp225"	0.63626	15	15	2	254	840	142	1420	42	22	190	784	56	58	35	49	47	1373
242	0.056	0.2	reef_noSynodus	"sp72"	0.56437	7	3	3	71	152	17	374	56	3	12	152	0	5	9	3	16	358
242	0.056	0.2	reef_noSynodus	"sp13"	0.69046	4	55	2	917	1471	253	311	1	778	138	155	1316	2	82	169	4	307
242	0.056	0.2	reef_noSynodus	"sp151"	0.5242	2	4	4	23	19	13	549	18	4	1	19	0	0	7	6	1	548
242	0.056	0.2	reef_noSynodus	"sp231"	0.64333	2	11	3	33	48	47	1099	6	19	8	26	22	0	14	33	1	1098
242	0.056	0.2	reef_noSynodus	"sp34"	0.60319	11	4	3	122	596	37	535	73	8	41	596	0	28	3	6	27	508
242	0.056	0.2	reef_noSynodus	"sp162"	0.61421	7	5	2	87	398	28	536	53	4	30	396	2	15	5	8	6	530
242	0.056	0.2	reef_noSynodus	"sp8"	0.56182	106	4	3	660	1104	520	5508	474	2	184	1104	0	274	240	6	5291	217
242	0.056	0.2	reef_noSynodus	"sp44"	0.5659	20	4	3	143	286	52	512	104	0	39	285	1	6	41	5	184	328
242	0.056	0.2	reef_noSynodus	"sp145"	0.73768	1	104	2	1368	4903	500	243	0	1297	71	14	4889	0	33	467	0	243
242	0.056	0.2	reef_noSynodus	"sp209"	0.71437	3	22	2	340	402	48	326	0	288	52	204	198	1	14	33	2	324
242	0.056	0.2	reef_noSynodus	"sp20"	0.63131	7	2	2	52	536	20	358	37	3	12	536	0	17	2	1	4	354
242	0.056	0.2	reef_noSynodus	"sp135"	0.55331	13	12	3	144	290	162	1257	85	18	41	253	37	18	115	29	60	1197
242	0.056	0.2	reef_noSynodus	"sp160"	0.58113	9	7	3	108	543	59	648	55	12	41	539	4	20	22	17	16	632
242	0.056	0.2	reef_noSynodus	"sp121"	0.60543	6	10	3	109	268	41	991	46	35	28	231	37	1	32	8	14	977
242	0.056	0.2	reef_noSynodus	"sp104"	0.62288	2	20	3	71	290	79	1482	15	20	36	174	116	1	4	74	0	1482
242	0.056	0.2	reef_noSynodus	"sp7"	0.72049	4	18	2	130	339	62	1241	0	62	68	243	96	1	4	57	5	1236
242	0.056	0.2	reef_noSynodus	"sp112"	0.64069	11	12	2	180	507	67	1250	37	20	123	481	26	18	9	40	37	1213
242	0.056	0.2	reef_noSynodus	"sp1"	0.6173	7	12	2	126	392	65	1267	40	18	68	362	30	13	16	36	8	1259
242	0.056	0.2	reef_noSynodus	"sp172"	0.61493	3	10	3	60	275	33	1083	19	16	25	255	20	3	5	25	0	1083
242	0.056	0.2	reef_noSynodus	"sp215"	0.62915	16	11	2	228	869	108	983	42	43	143	830	39	59	33	16	61	922
242	0.056	0.2	reef_noSynodus	"sp180"	0.65673	8	3	2	45	291	14	523	19	3	23	291	0	10	1	3	18	505
242	0.056	0.2	reef_noSynodus	"sp87"	0.66324	1	8	3	37	125	6	914	1	28	8	103	22	0	0	6	0	914
242	0.056	0.2	reef_noSynodus	"sp168"	0.61968	4	9	3	92	346	19	922	30	34	28	317	29	4	8	7	2	920
242	0.056	0.2	reef_noSynodus	"sp90"	0.61076	11	24	3	297	800	186	1499	48	31	218	632	168	32	46	108	23	1476
242	0.056	0.2	reef_noSynodus	"sp38"	0.6299	17	4	2	114	818	75	512	44	12	58	813	5	64	10	1	72	440
242	0.056	0.2	reef_noSynodus	"sp14"	0.71444	3	22	2	143	330	62	1145	0	79	64	158	172	1	2	59	2	1143
242	0.056	0.2	reef_noSynodus	"sp43"	0.55252	153	2	3	1334	122	1287	10548	1214	0	120	122	0	1100	186	1	10528	20
242	0.056	0.2	reef_noSynodus	"sp62"	0.60164	16	7	3	171	502	60	563	83	2	86	496	6	19	26	15	101	462
242	0.056	0.2	reef_noSynodus	"sp224"	0.63664	14	11	2	207	746	93	1063	33	41	133	709	37	54	21	18	37	1026
242	0.056	0.2	reef_noSynodus	"sp236"	0.62213	7	7	3	78	295	27	591	30	7	41	289	6	4	8	15	17	574
242	0.056	0.2	reef_noSynodus	"sp189"	0.66319	1	17	3	320	191	48	374	1	310	9	95	96	0	8	40	0	374
242	0.056	0.2	reef_noSynodus	"sp73"	0.60743	10	5	3	103	390	44	600	76	6	21	390	0	5	29	10	40	560
242	0.056	0.2	reef_noSynodus	"sp166"	0.69508	4	39	2	692	740	182	257	0	573	119	141	599	3	37	142	3	254
242	0.056	0.2	reef_noSynodus	"sp208"	0.62496	17	107	2	1849	5385	1106	715	25	502	1322	267	5118	56	497	553	80	635
242	0.056	0.2	reef_noSynodus	"sp30"	0.58844	5	5	3	72	308	17	717	48	5	19	304	4	5	6	6	5	712
242	0.056	0.2	reef_noSynodus	"sp114"	0.59286	5	15	3	122	436	84	1363	57	19	46	379	57	7	29	48	3	1360
242	0.056	0.2	reef_noSynodus	"sp150"	0.5635	109	5	3	792	1140	486	5965	499	0	293	1139	1	225	252	9	5661	304
242	0.056	0.2	reef_noSynodus	"sp161"	0.62212	4	11	3	78	376	40	1233	29	16	33	346	30	4	11	25	2	1231
242	0.056	0.2	reef_noSynodus	"sp134"	0.62047	15	3	2	97	791	54	560	52	3	42	791	0	48	3	3	57	503
242	0.056	0.2	reef_noSynodus	"sp119"	0.66213	1	25	3	102	333	70	1297	1	80	21	99	234	0	4	66	0	1297
242	0.056	0.2	reef_noSynodus	"sp98"	0.61007	13	11	3	222	632	76	783	73	22	127	612	20	25	16	35	53	730
242	0.056	0.2	reef_noSynodus	"sp126"	0.64328	2	33	3	155	544	141	1272	4	95	56	146	398	1	10	130	0	1272
242	0.056	0.2	reef_noSynodus	"sp159"	0.59792	6	27	3	355	593	156	757	51	211	93	320	273	9	69	78	6	751
242	0.056	0.2	reef_noSynodus	"sp105"	0.66097	3	20	2	90	360	78	1405	14	20	56	242	118	2	4	72	1	1404
242	0.056	0.2	reef_noSynodus	"sp197"	0.56414	30	7	3	289	377	135	917	171	0	118	373	4	26	92	17	409	508
242	0.056	0.2	reef_noSynodus	"sp175"	0.61351	6	10	3	131	491	45	939	42	42	47	468	23	10	13	22	5	934
242	0.056	0.2	reef_noSynodus	"sp195"	0.67715	4	16	2	103	206	62	961	13	27	63	144	62	3	1	58	3	958
242	0.056	0.2	reef_noSynodus	"sp169"	0.66414	1	9	3	44	132	7	928	1	34	9	103	29	0	0	7	0	928
242	0.056	0.2	reef_noSynodus	"sp181"	0.65641	8	3	2	45	291	14	523	19	3	23	291	0	10	1	3	18	505
242	0.056	0.2	reef_noSynodus	"sp102"	0.60587	12	6	3	142	561	48	577	67	15	60	558	3	24	12	12	42	535
242	0.056	0.2	reef_noSynodus	"sp86"	0.66426	1	8	3	37	125	6	914	1	28	8	103	22	0	0	6	0	914
242	0.056	0.2	reef_noSynodus	"sp91"	0.59964	19	10	3	278	718	97	831	85	21	172	704	14	48	18	31	123	708
242	0.056	0.2	reef_noSynodus	"sp141"	0.59878	28	5	2	179	862	125	865	70	7	102	862	0	77	38	10	301	564
242	0.056	0.2	reef_noSynodus	"sp78"	0.61098	9	10	3	134	608	68	1206	52	14	68	585	23	24	22	22	12	1194
242	0.056	0.2	reef_noSynodus	"sp182"	0.5894	9	4	3	86	513	24	529	48	8	30	513	0	12	6	6	24	505
242	0.056	0.2	reef_noSynodus	"sp65"	0.59775	5	8	3	78	324	36	602	38	11	29	313	11	8	11	17	2	600
242	0.056	0.2	reef_noSynodus	"sp217"	0.57308	46	4	3	292	486	231	1354	250	1	41	486	0	82	143	6	953	401
242	0.056	0.2	reef_noSynodus	"sp227"	0.60622	13	42	3	764	1194	248	385	59	340	365	372	822	28	181	39	50	335
242	0.056	0.2	reef_noSynodus	"sp39"	0.60056	15	8	3	128	396	86	661	53	5	70	389	7	15	50	21	90	571
242	0.056	0.2	reef_noSynodus	"sp42"	0.5605	100	5	3	839	936	337	5178	583	0	256	935	1	84	244	9	4866	312
242	0.056	0.2	reef_noSynodus	"sp54"	0.59903	5	4	3	63	363	22	524	46	5	12	363	0	8	8	6	2	522
