Size	Connectance	Basal_p	Network	Species	Persistence	in_Degree	out_Degree	STL	m12	m36	m38	m6	p(12, 0, 1)	p(12, 1, 0)	p(12, 1, 1)	p(36, 0, 1)	p(36, 2, 0)	p(38, 0, 2)	p(38, 1, 1)	p(38, 2, 0)	p(6, 0, 2)	p(6, 1, 0)
490	0.06	0.4	weddell	"sp247"	0.59244	6	51	3	1617	1304	473	1764	397	1157	63	249	1055	10	243	220	5	1759
490	0.06	0.4	weddell	"sp138"	0.57247	107	26	2	5710	3042	1214	6503	3401	105	2204	2885	157	468	578	168	5203	1300
490	0.06	0.4	weddell	"sp82"	0.66693	1	3	2	79	226	2	111	0	78	1	223	3	0	2	0	0	111
490	0.06	0.4	weddell	"sp489"	0.66575	1	36	2	316	648	207	2678	0	298	18	207	441	0	18	189	0	2678
490	0.06	0.4	weddell	"sp257"	0.57345	14	14	2	758	799	92	844	534	60	164	731	68	37	32	23	54	790
490	0.06	0.4	weddell	"sp220"	0.66699	1	46	2	475	1089	171	4374	0	453	22	201	888	0	24	147	0	4374
490	0.06	0.4	weddell	"sp199"	0.668	1	1	2	21	225	0	77	0	20	1	225	0	0	0	0	0	77
490	0.06	0.4	weddell	"sp400"	0.53701	46	6	2	1620	857	222	1430	1339	10	271	851	6	208	5	9	827	603
490	0.06	0.4	weddell	"sp115"	0.66633	1	1	2	49	225	0	53	0	48	1	225	0	0	0	0	0	53
490	0.06	0.4	weddell	"sp101"	0.66821	1	42	2	477	945	141	4203	0	458	19	202	743	0	23	118	0	4203
490	0.06	0.4	weddell	"sp313"	0.66551	60	9	2	519	4792	189	2338	0	158	361	4766	26	0	179	10	1770	568
490	0.06	0.4	weddell	"sp280"	0.65933	69	88	2	5854	6262	2760	3629	3	1464	4387	3246	3016	263	1685	812	2083	1546
490	0.06	0.4	weddell	"sp277"	0.50265	8	18	4	117	189	116	477	56	13	48	47	142	9	96	11	19	458
490	0.06	0.4	weddell	"sp190"	0.5864	4	26	3	373	490	109	617	299	23	51	221	269	0	53	56	6	611
490	0.06	0.4	weddell	"sp305"	0.54979	2	26	3	424	252	129	2403	96	286	42	46	206	0	10	119	1	2402
490	0.06	0.4	weddell	"sp324"	0.50576	55	1	3	1701	841	343	1167	1662	0	39	841	0	327	16	0	1158	9
490	0.06	0.4	weddell	"sp29"	0.66609	1	31	2	1301	319	177	2442	0	1301	0	0	319	0	31	146	0	2442
490	0.06	0.4	weddell	"sp74"	0.65728	71	84	2	5704	6091	2707	3737	10	1449	4245	3257	2834	336	1719	652	2149	1588
490	0.06	0.4	weddell	"sp233"	0.66656	1	6	2	11	226	14	603	0	10	1	220	6	0	5	9	0	603
490	0.06	0.4	weddell	"sp335"	0.66632	59	34	2	2126	4643	638	3845	0	592	1534	4248	395	0	472	166	1711	2134
490	0.06	0.4	weddell	"sp46"	0.61675	193	20	2	3272	6569	3343	16727	10	132	3130	6452	117	2540	730	73	15988	739
490	0.06	0.4	weddell	"sp352"	0.64266	95	9	2	800	6213	257	4965	0	158	642	6187	26	34	213	10	4431	534
490	0.06	0.4	weddell	"sp298"	0.6665	1	30	2	311	526	134	2933	0	298	13	208	318	0	17	117	0	2933
490	0.06	0.4	weddell	"sp163"	0.55331	125	21	2	5181	1347	2445	6926	3022	43	2116	1201	146	1872	509	64	5878	1048
490	0.06	0.4	weddell	"sp26"	0.58188	4	26	3	424	313	170	2367	83	286	55	107	206	2	49	119	4	2363
490	0.06	0.4	weddell	"sp395"	0.66654	1	48	2	517	989	364	3918	0	492	25	202	787	0	23	341	0	3918
490	0.06	0.4	weddell	"sp143"	0.66711	1	7	2	175	240	6	494	0	168	7	225	15	0	0	6	0	494
490	0.06	0.4	weddell	"sp287"	0.66663	1	29	2	454	492	139	2523	0	435	19	215	277	0	10	129	0	2523
490	0.06	0.4	weddell	"sp170"	0.5653	54	6	2	3089	1703	854	1025	2965	53	71	1699	4	590	253	11	841	184
490	0.06	0.4	weddell	"sp297"	0.64435	84	6	2	580	5149	881	2944	10	104	466	5142	7	835	38	8	2651	293
490	0.06	0.4	weddell	"sp89"	0.7391	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp133"	0.57924	17	3	2	835	990	71	259	721	75	39	989	1	57	12	2	79	180
490	0.06	0.4	weddell	"sp250"	0.57162	90	0	2	1593	2150	366	3639	1593	0	0	2150	0	366	0	0	3639	0
490	0.06	0.4	weddell	"sp95"	0.55115	9	25	3	610	453	296	1746	394	101	115	320	133	19	110	167	17	1729
490	0.06	0.4	weddell	"sp154"	0.61965	149	23	2	2697	5902	2437	10522	331	147	2219	5804	98	1074	1208	155	9952	570
490	0.06	0.4	weddell	"sp355"	0.62331	3	7	2	21	312	27	612	0	13	8	303	9	2	13	12	1	611
490	0.06	0.4	weddell	"sp51"	0.66702	60	29	2	1988	5035	316	4116	0	435	1553	4758	277	0	187	129	1770	2346
490	0.06	0.4	weddell	"sp437"	0.63563	113	8	2	607	6212	737	6437	5	69	533	6202	10	348	371	18	5980	457
490	0.06	0.4	weddell	"sp341"	0.62665	93	8	2	1445	4767	1555	3310	917	54	474	4763	4	1261	270	24	3017	293
490	0.06	0.4	weddell	"sp152"	0.57791	37	48	2	3213	1977	978	3970	1372	492	1349	1190	787	210	427	341	456	3514
490	0.06	0.4	weddell	"sp359"	0.66637	1	42	2	477	945	141	4203	0	458	19	202	743	0	23	118	0	4203
490	0.06	0.4	weddell	"sp144"	0.66705	1	15	2	227	246	84	1705	0	222	5	215	31	0	10	74	0	1705
490	0.06	0.4	weddell	"sp9"	0.66719	2	15	2	240	300	86	1704	0	222	18	269	31	0	12	74	1	1703
490	0.06	0.4	weddell	"sp68"	0.54147	3	13	3	159	125	43	803	91	60	8	57	68	2	31	10	1	802
490	0.06	0.4	weddell	"sp241"	0.66641	1	29	2	280	479	152	2238	0	268	12	208	271	0	17	135	0	2238
490	0.06	0.4	weddell	"sp259"	0.52984	16	0	3	410	606	36	84	410	0	0	606	0	36	0	0	84	0
490	0.06	0.4	weddell	"sp413"	0.577	27	25	2	1885	1352	352	2005	1195	101	589	1219	133	99	86	167	252	1753
490	0.06	0.4	weddell	"sp238"	0.55265	63	12	2	4197	1177	1115	1806	3645	18	534	1124	53	880	222	13	1073	733
490	0.06	0.4	weddell	"sp197"	0.66728	1	1	2	21	225	0	77	0	20	1	225	0	0	0	0	0	77
490	0.06	0.4	weddell	"sp6"	0.54194	81	7	2	2594	1257	803	2938	2048	53	493	1253	4	712	74	17	2528	410
490	0.06	0.4	weddell	"sp202"	0.54078	7	25	3	328	432	209	519	254	23	51	209	223	8	124	77	13	506
490	0.06	0.4	weddell	"sp450"	0.66757	1	42	2	477	945	141	4203	0	458	19	202	743	0	23	118	0	4203
490	0.06	0.4	weddell	"sp187"	0.74138	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp166"	0.65209	76	61	2	4671	5957	1462	4137	7	682	3982	4464	1493	471	654	337	2379	1758
490	0.06	0.4	weddell	"sp370"	0.57284	47	25	3	2622	1794	518	2569	1610	101	911	1661	133	87	264	167	994	1575
490	0.06	0.4	weddell	"sp63"	0.66513	1	42	2	477	945	141	4203	0	458	19	202	743	0	23	118	0	4203
490	0.06	0.4	weddell	"sp337"	0.53473	33	0	3	1152	1285	207	321	1152	0	0	1285	0	207	0	0	321	0
490	0.06	0.4	weddell	"sp429"	0.73915	0	57	1	875	1454	142	2312	0	875	0	0	1454	0	0	142	0	2312
490	0.06	0.4	weddell	"sp383"	0.74118	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp418"	0.57682	17	3	2	835	990	71	259	721	75	39	989	1	57	12	2	79	180
490	0.06	0.4	weddell	"sp459"	0.74016	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp422"	0.66852	1	47	2	494	1127	179	4375	0	471	23	201	926	0	24	155	0	4375
490	0.06	0.4	weddell	"sp434"	0.60929	13	6	2	99	697	87	608	76	10	13	691	6	13	65	9	65	543
490	0.06	0.4	weddell	"sp215"	0.57015	119	25	2	5351	1949	1998	7011	3150	46	2155	1784	165	1043	820	135	5978	1033
490	0.06	0.4	weddell	"sp461"	0.73775	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp265"	0.66751	1	1	2	49	225	0	53	0	48	1	225	0	0	0	0	0	53
490	0.06	0.4	weddell	"sp273"	0.66672	1	1	2	21	225	0	77	0	20	1	225	0	0	0	0	0	77
490	0.06	0.4	weddell	"sp317"	0.55971	110	7	3	2111	2521	983	5883	1521	119	471	2511	10	673	299	11	5322	561
490	0.06	0.4	weddell	"sp396"	0.59506	2	9	3	368	194	21	243	135	233	0	160	34	1	18	2	0	243
490	0.06	0.4	weddell	"sp476"	0.63287	2	26	2	338	263	120	2412	1	286	51	57	206	0	1	119	1	2411
490	0.06	0.4	weddell	"sp482"	0.62305	121	20	2	2293	5726	2063	6857	530	139	1624	5648	78	1155	796	112	6105	752
490	0.06	0.4	weddell	"sp404"	0.66734	1	15	2	227	246	84	1705	0	222	5	215	31	0	10	74	0	1705
490	0.06	0.4	weddell	"sp219"	0.63501	108	11	2	1188	5765	1128	5516	211	54	923	5761	4	812	265	51	4966	550
490	0.06	0.4	weddell	"sp321"	0.73994	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp367"	0.5742	40	14	2	2033	1673	248	1828	1455	82	496	1603	70	163	64	21	617	1211
490	0.06	0.4	weddell	"sp111"	0.59686	16	53	2	2053	1658	877	2451	654	1155	244	514	1144	39	604	234	81	2370
490	0.06	0.4	weddell	"sp254"	0.53303	27	1	3	884	1005	95	281	871	0	13	1005	0	81	14	0	270	11
490	0.06	0.4	weddell	"sp91"	0.73783	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp387"	0.53147	8	0	3	221	333	6	22	221	0	0	333	0	6	0	0	22	0
490	0.06	0.4	weddell	"sp301"	0.6655	2	26	2	330	479	127	2405	0	286	44	273	206	0	8	119	1	2404
490	0.06	0.4	weddell	"sp227"	0.66737	1	42	2	477	945	141	4203	0	458	19	202	743	0	23	118	0	4203
490	0.06	0.4	weddell	"sp237"	0.66753	2	15	2	240	300	86	1704	0	222	18	269	31	0	12	74	1	1703
490	0.06	0.4	weddell	"sp25"	0.66715	1	1	2	21	225	0	77	0	20	1	225	0	0	0	0	0	77
490	0.06	0.4	weddell	"sp70"	0.66091	67	57	2	3749	5002	1745	3834	1	1225	2523	3792	1210	63	1296	386	2148	1686
490	0.06	0.4	weddell	"sp118"	0.5994	53	0	3	353	1976	0	1378	353	0	0	1976	0	0	0	0	1378	0
490	0.06	0.4	weddell	"sp22"	0.7392	0	23	1	457	137	116	2353	0	457	0	0	137	0	0	116	0	2353
490	0.06	0.4	weddell	"sp106"	0.73945	0	49	1	1210	938	238	1944	0	1210	0	0	938	0	0	238	0	1944
490	0.06	0.4	weddell	"sp283"	0.66708	2	15	2	240	300	86	1704	0	222	18	269	31	0	12	74	1	1703
490	0.06	0.4	weddell	"sp174"	0.66695	1	30	2	311	526	134	2933	0	298	13	208	318	0	17	117	0	2933
490	0.06	0.4	weddell	"sp343"	0.55845	10	3	3	1182	134	32	276	1144	28	10	133	1	10	20	2	35	241
490	0.06	0.4	weddell	"sp278"	0.66853	2	15	2	240	300	86	1704	0	222	18	269	31	0	12	74	1	1703
490	0.06	0.4	weddell	"sp293"	0.6674	1	30	2	461	520	140	2547	0	441	20	215	305	0	10	130	0	2547
490	0.06	0.4	weddell	"sp85"	0.74013	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp242"	0.66646	1	42	2	477	945	141	4203	0	458	19	202	743	0	23	118	0	4203
490	0.06	0.4	weddell	"sp377"	0.74089	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp183"	0.74038	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp79"	0.66739	59	7	2	581	4735	6	2205	0	168	413	4720	15	0	0	6	1711	494
490	0.06	0.4	weddell	"sp230"	0.6674	1	30	2	311	526	134	2933	0	298	13	208	318	0	17	117	0	2933
490	0.06	0.4	weddell	"sp446"	0.66717	1	42	2	477	945	141	4203	0	458	19	202	743	0	23	118	0	4203
490	0.06	0.4	weddell	"sp41"	0.57057	73	25	3	3846	2291	760	3874	2357	101	1388	2158	133	156	437	167	2472	1402
490	0.06	0.4	weddell	"sp454"	0.74203	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp218"	0.60134	53	26	2	2112	1242	475	3434	739	286	1087	1036	206	65	291	119	1313	2121
490	0.06	0.4	weddell	"sp164"	0.55957	153	27	2	5970	1703	3076	10663	2744	47	3179	1514	189	1962	952	162	9666	997
490	0.06	0.4	weddell	"sp345"	0.53986	65	7	3	2305	1477	668	1740	1953	62	290	1463	14	496	165	7	1584	156
490	0.06	0.4	weddell	"sp156"	0.64563	78	27	2	2205	5160	1225	3645	65	484	1656	4868	292	716	450	59	2287	1358
490	0.06	0.4	weddell	"sp249"	0.66575	1	28	2	262	458	145	2191	0	251	11	208	250	0	17	128	0	2191
490	0.06	0.4	weddell	"sp31"	0.64464	78	27	2	2205	5160	1225	3645	65	484	1656	4868	292	716	450	59	2287	1358
490	0.06	0.4	weddell	"sp136"	0.54248	32	22	3	1809	1355	251	1780	1208	83	518	1165	190	24	186	41	472	1308
490	0.06	0.4	weddell	"sp294"	0.66692	1	29	2	454	492	139	2523	0	435	19	215	277	0	10	129	0	2523
490	0.06	0.4	weddell	"sp332"	0.62139	155	21	2	2739	6836	2231	11482	271	130	2338	6714	122	1226	917	88	10709	773
490	0.06	0.4	weddell	"sp124"	0.56235	35	25	2	2315	1494	429	2172	1510	101	704	1361	133	91	171	167	504	1668
490	0.06	0.4	weddell	"sp193"	0.66576	61	28	2	1068	4289	1090	3566	0	387	681	3974	315	0	1027	63	1830	1736
490	0.06	0.4	weddell	"sp2"	0.66776	2	0	2	0	281	0	1	0	0	0	281	0	0	0	0	1	0
490	0.06	0.4	weddell	"sp306"	0.59998	6	6	3	22	146	39	593	6	10	6	140	6	0	30	9	15	578
490	0.06	0.4	weddell	"sp479"	0.55866	41	5	3	2582	971	516	712	2509	53	20	967	4	325	185	6	495	217
490	0.06	0.4	weddell	"sp269"	0.59983	2	26	3	327	233	132	2400	2	286	39	27	206	0	13	119	1	2399
490	0.06	0.4	weddell	"sp162"	0.56418	76	15	2	4359	1542	1290	2755	3531	22	806	1468	74	925	334	31	1925	830
490	0.06	0.4	weddell	"sp67"	0.66678	2	15	2	240	300	86	1704	0	222	18	269	31	0	12	74	1	1703
490	0.06	0.4	weddell	"sp449"	0.66689	1	42	2	477	945	141	4203	0	458	19	202	743	0	23	118	0	4203
490	0.06	0.4	weddell	"sp267"	0.73898	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp148"	0.66598	2	15	2	240	300	86	1704	0	222	18	269	31	0	12	74	1	1703
490	0.06	0.4	weddell	"sp5"	0.66711	1	15	2	227	246	84	1705	0	222	5	215	31	0	10	74	0	1705
490	0.06	0.4	weddell	"sp426"	0.6453	79	29	2	2364	5442	853	2981	11	272	2081	5083	359	596	210	47	2485	496
490	0.06	0.4	weddell	"sp205"	0.572	30	32	2	2265	1511	457	1074	1333	126	806	1181	330	137	154	166	298	776
490	0.06	0.4	weddell	"sp184"	0.73959	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp358"	0.66715	1	1	2	21	225	0	77	0	20	1	225	0	0	0	0	0	77
490	0.06	0.4	weddell	"sp48"	0.55731	25	0	3	636	569	16	284	636	0	0	569	0	16	0	0	284	0
490	0.06	0.4	weddell	"sp363"	0.74109	0	226	1	2444	22934	2491	3892	0	2444	0	0	22934	0	0	2491	0	3892
490	0.06	0.4	weddell	"sp384"	0.74259	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp481"	0.52063	20	0	3	475	585	80	110	475	0	0	585	0	80	0	0	110	0
490	0.06	0.4	weddell	"sp328"	0.66663	1	20	2	137	327	88	1454	0	132	5	210	117	0	15	73	0	1454
490	0.06	0.4	weddell	"sp486"	0.57524	18	73	2	2288	2845	872	4265	720	495	1073	787	2058	61	241	570	92	4173
490	0.06	0.4	weddell	"sp464"	0.57581	18	56	2	2031	2025	604	4143	720	466	845	865	1160	61	163	380	92	4051
490	0.06	0.4	weddell	"sp431"	0.57231	31	29	2	1846	1403	821	2306	1178	435	233	1126	277	26	666	129	439	1867
490	0.06	0.4	weddell	"sp260"	0.49862	11	0	3	344	155	12	43	344	0	0	155	0	12	0	0	43	0
490	0.06	0.4	weddell	"sp472"	0.56882	63	25	3	3542	2198	696	3263	2245	101	1196	2065	133	150	379	167	1803	1460
490	0.06	0.4	weddell	"sp33"	0.66688	2	5	2	91	287	4	446	0	82	9	280	7	0	1	3	1	445
490	0.06	0.4	weddell	"sp373"	0.66707	1	42	2	477	945	141	4203	0	458	19	202	743	0	23	118	0	4203
490	0.06	0.4	weddell	"sp408"	0.55924	5	2	3	250	264	12	81	245	1	4	264	0	5	6	1	5	76
490	0.06	0.4	weddell	"sp246"	0.58385	87	8	2	2938	2655	1131	3136	2496	60	382	2644	11	800	314	17	2941	195
490	0.06	0.4	weddell	"sp488"	0.58623	119	19	2	3551	2608	1884	6841	2149	141	1261	2561	47	760	1000	124	6261	580
490	0.06	0.4	weddell	"sp81"	0.66663	1	30	2	311	526	134	2933	0	298	13	208	318	0	17	117	0	2933
490	0.06	0.4	weddell	"sp391"	0.74001	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp198"	0.66484	1	1	2	21	225	0	77	0	20	1	225	0	0	0	0	0	77
490	0.06	0.4	weddell	"sp223"	0.65559	71	58	2	3701	5330	1687	5459	4	464	3233	4077	1253	402	885	400	2083	3376
490	0.06	0.4	weddell	"sp403"	0.66759	1	15	2	227	246	84	1705	0	222	5	215	31	0	10	74	0	1705
490	0.06	0.4	weddell	"sp88"	0.73841	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp114"	0.74076	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp364"	0.6637	2	64	2	372	1667	630	4770	0	288	84	237	1430	0	44	586	1	4769
490	0.06	0.4	weddell	"sp274"	0.58572	4	0	3	299	274	0	6	299	0	0	274	0	0	0	0	6	0
490	0.06	0.4	weddell	"sp312"	0.66445	61	9	2	528	4848	189	2398	0	158	370	4822	26	0	179	10	1830	568
490	0.06	0.4	weddell	"sp102"	0.66798	1	42	2	477	945	141	4203	0	458	19	202	743	0	23	118	0	4203
490	0.06	0.4	weddell	"sp302"	0.73881	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.4	weddell	"sp442"	0.6665	1	4	2	70	228	3	200	0	69	1	222	6	0	3	0	0	200
490	0.06	0.4	weddell	"sp28"	0.66568	60	48	2	2582	4942	1131	4921	0	492	2090	4155	787	0	790	341	1770	3151
490	0.06	0.4	weddell	"sp75"	0.57747	14	14	2	758	799	92	844	534	60	164	731	68	37	32	23	54	790
490	0.06	0.4	weddell	"sp299"	0.59929	7	27	3	421	338	199	2408	7	287	127	124	214	0	62	137	21	2387
490	0.06	0.4	weddell	"sp32"	0.66349	61	23	2	1279	4450	776	3523	19	457	803	4313	137	60	600	116	1770	1753
490	0.06	0.4	weddell	"sp45"	0.57724	17	20	2	1172	1097	151	1527	721	132	319	980	117	57	21	73	79	1448
490	0.06	0.4	weddell	"sp21"	0.66245	67	57	2	3749	5002	1745	3834	1	1225	2523	3792	1210	63	1296	386	2148	1686
490	0.06	0.4	weddell	"sp35"	0.66653	1	4	2	70	228	3	200	0	69	1	222	6	0	3	0	0	200
490	0.06	0.4	weddell	"sp173"	0.66661	1	5	2	124	234	1	244	0	119	5	225	9	0	0	1	0	244
490	0.06	0.4	weddell	"sp286"	0.54596	24	15	3	1010	1017	362	419	846	17	147	935	82	126	213	23	150	269
490	0.06	0.4	weddell	"sp132"	0.57898	17	3	2	835	990	71	259	721	75	39	989	1	57	12	2	79	180
490	0.06	0.4	weddell	"sp290"	0.66628	1	43	2	497	980	148	4205	0	477	20	202	778	0	23	125	0	4205
490	0.06	0.4	weddell	"sp96"	0.66687	2	15	2	240	300	86	1704	0	222	18	269	31	0	12	74	1	1703
490	0.06	0.4	weddell	"sp128"	0.52542	15	0	3	650	541	26	79	650	0	0	541	0	26	0	0	79	0
490	0.06	0.4	weddell	"sp251"	0.66611	1	1	2	49	225	0	53	0	48	1	225	0	0	0	0	0	53
490	0.06	0.6	weddell	"sp451"	0.59372	2	64	2	372	1667	630	4770	0	288	84	237	1430	0	44	586	1	4769
490	0.06	0.6	weddell	"sp201"	0.59332	1	1	2	21	225	0	77	0	20	1	225	0	0	0	0	0	77
490	0.06	0.6	weddell	"sp52"	0.59398	1	42	2	477	945	141	4203	0	458	19	202	743	0	23	118	0	4203
490	0.06	0.6	weddell	"sp354"	0.59521	1	6	2	11	226	14	603	0	10	1	220	6	0	5	9	0	603
490	0.06	0.6	weddell	"sp469"	0.48339	56	19	3	2509	911	1262	1798	1990	92	427	812	99	553	637	72	987	811
490	0.06	0.6	weddell	"sp13"	0.65938	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.6	weddell	"sp151"	0.51891	33	57	2	3164	2220	1071	4220	1185	579	1400	1058	1162	156	481	434	372	3848
490	0.06	0.6	weddell	"sp378"	0.66164	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.6	weddell	"sp323"	0.56168	94	10	2	1376	4672	1528	3616	787	54	535	4668	4	1082	405	41	3289	327
490	0.06	0.6	weddell	"sp145"	0.59328	1	15	2	227	246	84	1705	0	222	5	215	31	0	10	74	0	1705
490	0.06	0.6	weddell	"sp135"	0.49735	13	1	2	430	651	47	39	421	1	8	651	0	42	5	0	36	3
490	0.06	0.6	weddell	"sp160"	0.52689	3	32	3	1104	570	184	1168	204	885	15	174	396	3	81	100	0	1168
490	0.06	0.6	weddell	"sp121"	0.59332	2	6	2	17	282	14	604	0	10	7	276	6	0	5	9	1	603
490	0.06	0.6	weddell	"sp1"	0.59246	2	0	2	0	281	0	1	0	0	0	281	0	0	0	0	1	0
490	0.06	0.6	weddell	"sp196"	0.53413	54	48	3	2653	2141	826	4887	54	492	2107	1354	787	0	485	341	1431	3456
490	0.06	0.6	weddell	"sp180"	0.65916	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.6	weddell	"sp239"	0.59316	1	30	2	311	526	134	2933	0	298	13	208	318	0	17	117	0	2933
490	0.06	0.6	weddell	"sp445"	0.59314	1	19	2	360	281	115	2008	0	351	9	215	66	0	10	105	0	2008
490	0.06	0.6	weddell	"sp410"	0.59535	1	4	2	70	228	3	200	0	69	1	222	6	0	3	0	0	200
490	0.06	0.6	weddell	"sp14"	0.65628	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.6	weddell	"sp62"	0.5275	20	26	2	1695	609	231	2490	973	286	436	403	206	28	84	119	162	2328
490	0.06	0.6	weddell	"sp428"	0.59396	2	15	2	240	300	86	1704	0	222	18	269	31	0	12	74	1	1703
490	0.06	0.6	weddell	"sp419"	0.58422	65	19	2	1292	4710	512	3084	45	189	1058	4570	140	304	177	31	1776	1308
490	0.06	0.6	weddell	"sp346"	0.47077	51	6	3	1973	1131	449	1082	1747	43	183	1120	11	322	123	4	953	129
490	0.06	0.6	weddell	"sp393"	0.66112	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.6	weddell	"sp460"	0.65902	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.6	weddell	"sp435"	0.49776	7	1	2	154	305	12	17	151	1	2	305	0	7	5	0	14	3
490	0.06	0.6	weddell	"sp216"	0.51056	81	22	2	3907	1460	1451	3552	2716	39	1152	1328	132	722	630	99	2518	1034
490	0.06	0.6	weddell	"sp264"	0.59581	1	1	2	49	225	0	53	0	48	1	225	0	0	0	0	0	53
490	0.06	0.6	weddell	"sp436"	0.66043	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.6	weddell	"sp316"	0.53696	53	1	3	432	1976	0	1416	353	26	53	1976	0	0	0	0	1378	38
490	0.06	0.6	weddell	"sp270"	0.53489	2	26	3	327	233	132	2400	2	286	39	27	206	0	13	119	1	2399
490	0.06	0.6	weddell	"sp8"	0.56437	108	17	2	1845	6362	1040	6082	322	99	1424	6315	47	539	412	89	5239	843
490	0.06	0.6	weddell	"sp330"	0.52822	237	13	2	3388	5673	5332	23687	870	109	2409	5650	23	4605	672	55	23361	326
490	0.06	0.6	weddell	"sp485"	0.59427	61	7	2	595	5016	6	2324	0	168	427	5001	15	0	0	6	1830	494
490	0.06	0.6	weddell	"sp467"	0.51893	78	20	3	3102	2153	575	4003	1728	92	1282	2054	99	206	278	91	2797	1206
490	0.06	0.6	weddell	"sp380"	0.59444	1	22	2	455	340	116	2240	0	443	12	215	125	0	10	106	0	2240
490	0.06	0.6	weddell	"sp477"	0.53599	61	26	2	1482	1857	569	3792	0	286	1196	1651	206	60	390	119	1770	2022
490	0.06	0.6	weddell	"sp376"	0.58448	66	6	2	375	4902	389	2373	39	10	326	4896	6	310	70	9	1835	538
490	0.06	0.6	weddell	"sp407"	0.53442	54	26	2	1634	1829	528	3434	348	286	1000	1623	206	5	404	119	1426	2008
490	0.06	0.6	weddell	"sp110"	0.59067	65	56	2	3439	4733	2024	3360	28	1225	2186	3523	1210	240	1454	330	1840	1520
490	0.06	0.6	weddell	"sp360"	0.59271	1	42	2	477	945	141	4203	0	458	19	202	743	0	23	118	0	4203
490	0.06	0.6	weddell	"sp255"	0.53298	6	6	3	22	146	39	593	6	10	6	140	6	0	30	9	15	578
490	0.06	0.6	weddell	"sp84"	0.52062	7	25	3	758	434	218	1809	533	101	124	301	133	0	51	167	21	1788
490	0.06	0.6	weddell	"sp92"	0.66018	0	81	1	1885	2571	669	6401	0	1885	0	0	2571	0	0	669	0	6401
490	0.06	0.6	weddell	"sp120"	0.52161	75	0	2	1304	2676	228	2547	1304	0	0	2676	0	228	0	0	2547	0
490	0.06	0.6	weddell	"sp226"	0.52108	36	4	3	863	644	212	751	726	40	97	642	2	161	47	4	469	282
490	0.06	0.6	weddell	"sp71"	0.59406	1	30	2	311	526	134	2933	0	298	13	208	318	0	17	117	0	2933
490	0.06	0.6	weddell	"sp326"	0.55864	131	6	2	1417	6485	1065	7788	740	27	650	6480	5	919	136	10	7596	192
490	0.06	0.6	weddell	"sp234"	0.59402	1	45	2	489	1065	150	4212	0	467	22	202	863	0	23	127	0	4212
490	0.06	0.6	weddell	"sp351"	0.50471	103	9	3	2083	2533	869	5387	1352	151	580	2515	18	504	347	18	4749	638
490	0.06	0.6	weddell	"sp117"	0.52277	70	0	2	1009	2549	218	2197	1009	0	0	2549	0	218	0	0	2197	0
