"Network" "S" "C" "Disturbance" "Motif" "Motif_slope"
"114" "50" "0.1" "0.2" "Apparent" "-0.319704282389434"
"114" "50" "0.1" "0.2" "Direct" "0.133887505138528"
"114" "50" "0.1" "0.4" "Omnivory" "0.166613400030812"
"114" "50" "0.1" "0.4" "Chain" "0.0605923172465872"
"114" "50" "0.1" "0.4" "Apparent" "-0.217256266724325"
"114" "50" "0.1" "0.4" "Direct" "0.134868020977824"
"114" "50" "0.1" "0.6" "Omnivory" "0.105596909417391"
"114" "50" "0.1" "0.6" "Chain" "-0.0459747318672351"
"114" "50" "0.1" "0.6" "Apparent" "-0.140022645655539"
"114" "50" "0.1" "0.6" "Direct" "0.175040224518667"
"114" "50" "0.1" "0.8" "Omnivory" "0.0831784263848387"
"114" "50" "0.1" "0.8" "Chain" "-0.17191074671709"
"114" "50" "0.1" "0.8" "Apparent" "-0.0739709069765194"
"114" "50" "0.1" "0.8" "Direct" "0.231646149390642"
"114" "50" "0.1" "1" "Omnivory" "0.0659779916108242"
"114" "50" "0.1" "1" "Chain" "-0.306701130583667"
"114" "50" "0.1" "1" "Apparent" "-0.0138984523381034"
"114" "50" "0.1" "1" "Direct" "0.298969205281575"
"115" "50" "0.1" "0" "Omnivory" "0.418925145695135"
"115" "50" "0.1" "0" "Chain" "0.116955180556556"
"115" "50" "0.1" "0" "Apparent" "-0.428572322629888"
"115" "50" "0.1" "0" "Direct" "0.259566707271457"
"115" "50" "0.1" "0.2" "Omnivory" "0.262287288551309"
"115" "50" "0.1" "0.2" "Chain" "0.00652728693928522"
"115" "50" "0.1" "0.2" "Apparent" "-0.279012626051585"
"115" "50" "0.1" "0.2" "Direct" "0.262018845795946"
"115" "50" "0.1" "0.4" "Omnivory" "0.154757927830815"
"115" "50" "0.1" "0.4" "Chain" "-0.0892398473969073"
"115" "50" "0.1" "0.4" "Apparent" "-0.165437431422822"
"115" "50" "0.1" "0.4" "Direct" "0.272072957243735"
"115" "50" "0.1" "0.6" "Omnivory" "0.0403663731747011"
"115" "50" "0.1" "0.6" "Chain" "-0.170881521304535"
"115" "50" "0.1" "0.6" "Apparent" "-0.0558109418118084"
"115" "50" "0.1" "0.6" "Direct" "0.277067288563031"
"115" "50" "0.1" "0.8" "Omnivory" "-0.0636536788557421"
"115" "50" "0.1" "0.8" "Chain" "-0.249479022365506"
"115" "50" "0.1" "0.8" "Apparent" "0.041050291176246"
"115" "50" "0.1" "0.8" "Direct" "0.291184723144642"
"115" "50" "0.1" "1" "Omnivory" "-0.153872875666469"
"115" "50" "0.1" "1" "Chain" "-0.324282642291715"
"115" "50" "0.1" "1" "Apparent" "0.136081704105407"
"115" "50" "0.1" "1" "Direct" "0.291431888036986"
"116" "50" "0.1" "0" "Omnivory" "0.239774243527511"
"116" "50" "0.1" "0" "Chain" "-0.104271156092508"
"116" "50" "0.1" "0" "Apparent" "-0.406102007633635"
"116" "50" "0.1" "0" "Direct" "0.628777689523065"
"116" "50" "0.1" "0.2" "Omnivory" "0.141919286117513"
"116" "50" "0.1" "0.2" "Chain" "-0.126207631647168"
"116" "50" "0.1" "0.2" "Apparent" "-0.295224076141456"
"116" "50" "0.1" "0.2" "Direct" "0.55135530156168"
"116" "50" "0.1" "0.4" "Omnivory" "0.108686868736514"
"116" "50" "0.1" "0.4" "Chain" "-0.15993063994539"
"116" "50" "0.1" "0.4" "Apparent" "-0.189453235090587"
"116" "50" "0.1" "0.4" "Direct" "0.463536278829354"
"116" "50" "0.1" "0.6" "Omnivory" "0.105888975401675"
"116" "50" "0.1" "0.6" "Chain" "-0.202695184617153"
"116" "50" "0.1" "0.6" "Apparent" "-0.0932326787942786"
"116" "50" "0.1" "0.6" "Direct" "0.38700430777777"
"116" "50" "0.1" "0.8" "Omnivory" "0.143605672278965"
"116" "50" "0.1" "0.8" "Chain" "-0.247934181219471"
"116" "50" "0.1" "0.8" "Apparent" "-0.00354966299179156"
"116" "50" "0.1" "0.8" "Direct" "0.299845155578475"
"116" "50" "0.1" "1" "Omnivory" "0.164973083268507"
"116" "50" "0.1" "1" "Chain" "-0.290987329784144"
"116" "50" "0.1" "1" "Apparent" "0.0943642892312464"
"116" "50" "0.1" "1" "Direct" "0.20628509396083"
"117" "50" "0.1" "0" "Omnivory" "-0.390949816830732"
"117" "50" "0.1" "0" "Chain" "0.0772323166957194"
"117" "50" "0.1" "0" "Apparent" "-0.134690996974204"
"117" "50" "0.1" "0" "Direct" "0.351917592374828"
"117" "50" "0.1" "0.2" "Omnivory" "-0.365594440717226"
"117" "50" "0.1" "0.2" "Chain" "0.0110112867265638"
"117" "50" "0.1" "0.2" "Apparent" "-0.0520630208119561"
"117" "50" "0.1" "0.2" "Direct" "0.296963185722708"
"117" "50" "0.1" "0.4" "Omnivory" "-0.285273413137963"
"117" "50" "0.1" "0.4" "Chain" "-0.0673739549180759"
"117" "50" "0.1" "0.4" "Apparent" "0.00203616390346441"
"117" "50" "0.1" "0.4" "Direct" "0.261620877532682"
"117" "50" "0.1" "0.6" "Omnivory" "-0.195211123378145"
"117" "50" "0.1" "0.6" "Chain" "-0.143733920343442"
"117" "50" "0.1" "0.6" "Apparent" "0.0485801940266213"
"117" "50" "0.1" "0.6" "Direct" "0.228575690039028"
"117" "50" "0.1" "0.8" "Omnivory" "-0.0747797699673651"
"117" "50" "0.1" "0.8" "Chain" "-0.222516427491076"
"117" "50" "0.1" "0.8" "Apparent" "0.084141247058352"
"117" "50" "0.1" "0.8" "Direct" "0.193533266876223"
"117" "50" "0.1" "1" "Omnivory" "0.0551244532917081"
"117" "50" "0.1" "1" "Chain" "-0.299789065789871"
"117" "50" "0.1" "1" "Apparent" "0.101421240929733"
"117" "50" "0.1" "1" "Direct" "0.174435633295775"
"118" "50" "0.1" "0" "Omnivory" "0.498491018673093"
"118" "50" "0.1" "0" "Chain" "-0.0368433345143399"
"118" "50" "0.1" "0" "Apparent" "-0.363005530484083"
"118" "50" "0.1" "0" "Direct" "0.35525110168075"
"118" "50" "0.1" "0.2" "Omnivory" "0.346642032108375"
"118" "50" "0.1" "0.2" "Chain" "-0.108437251006467"
"118" "50" "0.1" "0.2" "Apparent" "-0.211207721684665"
"118" "50" "0.1" "0.2" "Direct" "0.297013059730488"
"118" "50" "0.1" "0.4" "Omnivory" "0.245087903663142"
"118" "50" "0.1" "0.4" "Chain" "-0.179687278647356"
"118" "50" "0.1" "0.4" "Apparent" "-0.110476597476583"
"118" "50" "0.1" "0.4" "Direct" "0.297090223980473"
"118" "50" "0.1" "0.6" "Omnivory" "0.151560297811796"
"118" "50" "0.1" "0.6" "Chain" "-0.24943471481787"
"118" "50" "0.1" "0.6" "Apparent" "-0.0268502948811387"
"118" "50" "0.1" "0.6" "Direct" "0.319594166043349"
"118" "50" "0.1" "0.8" "Omnivory" "0.0829462415199387"
"118" "50" "0.1" "0.8" "Chain" "-0.333402307745305"
"118" "50" "0.1" "0.8" "Apparent" "0.0434887147133149"
"118" "50" "0.1" "0.8" "Direct" "0.367178380888892"
"118" "50" "0.1" "1" "Omnivory" "-0.00785815410279421"
"118" "50" "0.1" "1" "Chain" "-0.423663256913922"
"118" "50" "0.1" "1" "Apparent" "0.118232705014923"
"118" "50" "0.1" "1" "Direct" "0.427956318845147"
"119" "50" "0.14" "0" "Omnivory" "0.4123217574651"
"119" "50" "0.14" "0" "Chain" "0.217646917383657"
"119" "50" "0.14" "0" "Apparent" "-0.515847801228777"
"119" "50" "0.14" "0" "Direct" "0.254836455144995"
"119" "50" "0.14" "0.2" "Omnivory" "0.248112216773301"
"119" "50" "0.14" "0.2" "Chain" "0.160024555258461"
"119" "50" "0.14" "0.2" "Apparent" "-0.415769130863522"
"119" "50" "0.14" "0.2" "Direct" "0.273555331927529"
"119" "50" "0.14" "0.4" "Omnivory" "0.188446577828613"
"119" "50" "0.14" "0.4" "Chain" "0.0642989314864285"
"119" "50" "0.14" "0.4" "Apparent" "-0.319219188512728"
"119" "50" "0.14" "0.4" "Direct" "0.276853870104219"
"119" "50" "0.14" "0.6" "Omnivory" "0.169567637258434"
"119" "50" "0.14" "0.6" "Chain" "-0.0437844664019956"
"119" "50" "0.14" "0.6" "Apparent" "-0.219616989432072"
"119" "50" "0.14" "0.6" "Direct" "0.265489505631093"
"119" "50" "0.14" "0.8" "Omnivory" "0.16442581119487"
"119" "50" "0.14" "0.8" "Chain" "-0.155191094401608"
"119" "50" "0.14" "0.8" "Apparent" "-0.12325692079974"
"119" "50" "0.14" "0.8" "Direct" "0.254321682055202"
"119" "50" "0.14" "1" "Omnivory" "0.184658728699261"
"119" "50" "0.14" "1" "Chain" "-0.282204328177643"
"119" "50" "0.14" "1" "Apparent" "-0.0222219623563718"
"119" "50" "0.14" "1" "Direct" "0.236391488638382"
"120" "60" "0.14" "0" "Omnivory" "0.295397501177433"
"120" "60" "0.14" "0" "Chain" "-0.0228832628882089"
"120" "60" "0.14" "0" "Apparent" "-0.212112267354783"
"120" "60" "0.14" "0" "Direct" "0.146309973888787"
"120" "60" "0.14" "0.2" "Omnivory" "0.190154073266355"
"120" "60" "0.14" "0.2" "Chain" "-0.122802566670814"
"120" "60" "0.14" "0.2" "Apparent" "-0.0853932192976057"
"120" "60" "0.14" "0.2" "Direct" "0.141947745163474"
"120" "60" "0.14" "0.4" "Omnivory" "0.0905996186512395"
"120" "60" "0.14" "0.4" "Chain" "-0.220863874072636"
"120" "60" "0.14" "0.4" "Apparent" "0.0246211543240931"
"120" "60" "0.14" "0.4" "Direct" "0.157464657938605"
"120" "60" "0.14" "0.6" "Omnivory" "0.0752792724748769"
"120" "60" "0.14" "0.6" "Chain" "-0.312536765263367"
"120" "60" "0.14" "0.6" "Apparent" "0.0879226623195306"
"120" "60" "0.14" "0.6" "Direct" "0.177181181217651"
"120" "60" "0.14" "0.8" "Omnivory" "0.0534500821707489"
"120" "60" "0.14" "0.8" "Chain" "-0.407570371133576"
"120" "60" "0.14" "0.8" "Apparent" "0.157829982327342"
"120" "60" "0.14" "0.8" "Direct" "0.192968749579739"
"120" "60" "0.14" "1" "Omnivory" "0.0328653047080104"
"120" "60" "0.14" "1" "Chain" "-0.50609827368852"
"120" "60" "0.14" "1" "Apparent" "0.230677298236306"
"120" "60" "0.14" "1" "Direct" "0.204334978580465"
"121" "50" "0.14" "0" "Omnivory" "0.189187467599975"
"121" "50" "0.14" "0" "Chain" "0.461334642572128"
"121" "50" "0.14" "0" "Apparent" "-0.496787340684374"
"121" "50" "0.14" "0" "Direct" "0.443273192650715"
"121" "50" "0.14" "0.2" "Omnivory" "0.0679975060547009"
"121" "50" "0.14" "0.2" "Chain" "0.31664263458601"
"121" "50" "0.14" "0.2" "Apparent" "-0.343153685035746"
"121" "50" "0.14" "0.2" "Direct" "0.378483200812142"
"121" "50" "0.14" "0.4" "Omnivory" "0.0273835037001218"
"121" "50" "0.14" "0.4" "Chain" "0.16885242482306"
"121" "50" "0.14" "0.4" "Apparent" "-0.219362804675789"
"121" "50" "0.14" "0.4" "Direct" "0.326955024195308"
"121" "50" "0.14" "0.6" "Omnivory" "-0.0417225674046465"
"121" "50" "0.14" "0.6" "Chain" "0.0424323006614563"
"121" "50" "0.14" "0.6" "Apparent" "-0.111491193826839"
"121" "50" "0.14" "0.6" "Direct" "0.319775705456979"
"121" "50" "0.14" "0.8" "Omnivory" "-0.0798733387794887"
"121" "50" "0.14" "0.8" "Chain" "-0.100771988707618"
"121" "50" "0.14" "0.8" "Apparent" "0.00588064957260975"
"121" "50" "0.14" "0.8" "Direct" "0.280844911979314"
"121" "50" "0.14" "1" "Omnivory" "-0.101775687254648"
"121" "50" "0.14" "1" "Chain" "-0.220887862512262"
"121" "50" "0.14" "1" "Apparent" "0.0912583929001086"
"121" "50" "0.14" "1" "Direct" "0.276951465046803"
"122" "50" "0.14" "0" "Omnivory" "0.447399686413886"
"122" "50" "0.14" "0" "Chain" "0.133672623868748"
"122" "50" "0.14" "0" "Apparent" "-0.522064721794315"
"122" "50" "0.14" "0" "Direct" "0.534510728510609"
"122" "50" "0.14" "0.2" "Omnivory" "0.348486009661495"
"122" "50" "0.14" "0.2" "Chain" "0.050894840914372"
"122" "50" "0.14" "0.2" "Apparent" "-0.382916334328505"
"122" "50" "0.14" "0.2" "Direct" "0.452236416896433"
"122" "50" "0.14" "0.4" "Omnivory" "0.28906552468277"
"122" "50" "0.14" "0.4" "Chain" "-0.0349566909696163"
"122" "50" "0.14" "0.4" "Apparent" "-0.258408010651728"
"122" "50" "0.14" "0.4" "Direct" "0.379105381902376"
"122" "50" "0.14" "0.6" "Omnivory" "0.233045444098528"
"122" "50" "0.14" "0.6" "Chain" "-0.118177604931788"
"122" "50" "0.14" "0.6" "Apparent" "-0.12883654652475"
"122" "50" "0.14" "0.6" "Direct" "0.290050039650272"
"122" "50" "0.14" "0.8" "Omnivory" "0.207560757176155"
"122" "50" "0.14" "0.8" "Chain" "-0.205144251564003"
"122" "50" "0.14" "0.8" "Apparent" "-0.0105002579353314"
"122" "50" "0.14" "0.8" "Direct" "0.205354411504374"
"122" "50" "0.14" "1" "Omnivory" "0.180913239847509"
"122" "50" "0.14" "1" "Chain" "-0.290564518614985"
"122" "50" "0.14" "1" "Apparent" "0.110783716762744"
"122" "50" "0.14" "1" "Direct" "0.109375593244999"
"123" "50" "0.14" "0" "Omnivory" "-0.206915911302793"
"123" "50" "0.14" "0" "Chain" "-0.0114709690925826"
"123" "50" "0.14" "0" "Apparent" "-0.218423705044054"
"123" "50" "0.14" "0" "Direct" "0.941581421545259"
"123" "50" "0.14" "0.2" "Omnivory" "-0.281873432253416"
"123" "50" "0.14" "0.2" "Chain" "-0.0992671224063334"
"123" "50" "0.14" "0.2" "Apparent" "-0.102640968709011"
"123" "50" "0.14" "0.2" "Direct" "0.890899083206334"
"123" "50" "0.14" "0.4" "Omnivory" "-0.268230090757866"
"123" "50" "0.14" "0.4" "Chain" "-0.157401815686654"
"123" "50" "0.14" "0.4" "Apparent" "-0.0350080379103394"
"123" "50" "0.14" "0.4" "Direct" "0.792766486981931"
"123" "50" "0.14" "0.6" "Omnivory" "-0.205172354921688"
"123" "50" "0.14" "0.6" "Chain" "-0.199699565785653"
"123" "50" "0.14" "0.6" "Apparent" "0.00845110553595118"
"123" "50" "0.14" "0.6" "Direct" "0.662764607801458"
"123" "50" "0.14" "0.8" "Omnivory" "-0.121426349528782"
"123" "50" "0.14" "0.8" "Chain" "-0.227120931744876"
"123" "50" "0.14" "0.8" "Apparent" "0.0305383257088857"
"123" "50" "0.14" "0.8" "Direct" "0.535563582304977"
"123" "50" "0.14" "1" "Omnivory" "-0.0535799092558299"
"123" "50" "0.14" "1" "Chain" "-0.2541165679277"
"123" "50" "0.14" "1" "Apparent" "0.0573234693850996"
"123" "50" "0.14" "1" "Direct" "0.41711239954397"
"124" "50" "0.14" "0" "Omnivory" "0.156880999136556"
"124" "50" "0.14" "0" "Chain" "-0.0399477150922386"
"124" "50" "0.14" "0" "Apparent" "-0.156512281663101"
"124" "50" "0.14" "0" "Direct" "0.172226702904937"
"124" "50" "0.14" "0.2" "Omnivory" "0.100934338415991"
"124" "50" "0.14" "0.2" "Chain" "-0.0511573296403203"
"124" "50" "0.14" "0.2" "Apparent" "-0.0982433801025937"
"124" "50" "0.14" "0.2" "Direct" "0.132038250221183"
"124" "50" "0.14" "0.4" "Omnivory" "0.0462069254334739"
"124" "50" "0.14" "0.4" "Chain" "-0.0991054259881497"
"124" "50" "0.14" "0.4" "Apparent" "-0.0386918102891798"
"124" "50" "0.14" "0.4" "Direct" "0.127690084066685"
"124" "50" "0.14" "0.6" "Omnivory" "0.0388035135803067"
"124" "50" "0.14" "0.6" "Chain" "-0.166978486861642"
"124" "50" "0.14" "0.6" "Apparent" "0.00415898819947073"
"124" "50" "0.14" "0.6" "Direct" "0.13727299664344"
"124" "50" "0.14" "0.8" "Omnivory" "0.0428763385673176"
"124" "50" "0.14" "0.8" "Chain" "-0.240404433332313"
"124" "50" "0.14" "0.8" "Apparent" "0.0444738223628615"
"124" "50" "0.14" "0.8" "Direct" "0.147729960683589"
"124" "50" "0.14" "1" "Omnivory" "0.0497855621068703"
"124" "50" "0.14" "1" "Chain" "-0.325344786570471"
"124" "50" "0.14" "1" "Apparent" "0.0820355563502593"
"124" "50" "0.14" "1" "Direct" "0.16991998528204"
"125" "50" "0.14" "0" "Omnivory" "0.0975783911351651"
"125" "50" "0.14" "0" "Chain" "0.363253196538307"
"125" "50" "0.14" "0" "Apparent" "-0.277092645285009"
"125" "50" "0.14" "0" "Direct" "-0.0351878148004215"
"125" "50" "0.14" "0.2" "Omnivory" "0.0204892014866016"
"125" "50" "0.14" "0.2" "Chain" "0.280739038362957"
"125" "50" "0.14" "0.2" "Apparent" "-0.173347605676963"
"125" "50" "0.14" "0.2" "Direct" "-0.0831124250122336"
"125" "50" "0.14" "0.4" "Omnivory" "0.0155894140664066"
"125" "50" "0.14" "0.4" "Chain" "0.191164664145323"
"125" "50" "0.14" "0.4" "Apparent" "-0.102483959206992"
"125" "50" "0.14" "0.4" "Direct" "-0.109101083757235"
"125" "50" "0.14" "0.6" "Omnivory" "0.0460683949603327"
"125" "50" "0.14" "0.6" "Chain" "0.118663228531321"
"125" "50" "0.14" "0.6" "Apparent" "-0.0621129938107585"
"125" "50" "0.14" "0.6" "Direct" "-0.123254290910636"
"125" "50" "0.14" "0.8" "Omnivory" "0.114573411611249"
"125" "50" "0.14" "0.8" "Chain" "0.0246726317615303"
"125" "50" "0.14" "0.8" "Apparent" "-0.0192850961528926"
"125" "50" "0.14" "0.8" "Direct" "-0.150810193670557"
"125" "50" "0.14" "1" "Omnivory" "0.179641380955681"
"125" "50" "0.14" "1" "Chain" "-0.0578123955693316"
"125" "50" "0.14" "1" "Apparent" "0.0138426532801626"
"125" "50" "0.14" "1" "Direct" "-0.168421522832652"
"126" "50" "0.14" "0" "Omnivory" "0.104030456199533"
"126" "50" "0.14" "0" "Chain" "0.227991927295852"
"126" "50" "0.14" "0" "Apparent" "-0.553383037444982"
"126" "50" "0.14" "0" "Direct" "0.619318891966467"
"126" "50" "0.14" "0.2" "Omnivory" "0.0094001460487936"
"126" "50" "0.14" "0.2" "Chain" "0.136162234995646"
"126" "50" "0.14" "0.2" "Apparent" "-0.412909125098345"
"126" "50" "0.14" "0.2" "Direct" "0.567587846380344"
"126" "50" "0.14" "0.4" "Omnivory" "-0.0345054731433661"
"126" "50" "0.14" "0.4" "Chain" "0.0571605147055929"
"126" "50" "0.14" "0.4" "Apparent" "-0.304174844088115"
"126" "50" "0.14" "0.4" "Direct" "0.519227845533354"
"126" "50" "0.14" "0.6" "Omnivory" "-0.00515354041535406"
"126" "50" "0.14" "0.6" "Chain" "-0.0331950227028765"
"126" "50" "0.14" "0.6" "Apparent" "-0.205086093688336"
"126" "50" "0.14" "0.6" "Direct" "0.44904635518266"
"126" "50" "0.14" "0.8" "Omnivory" "0.0340350881272595"
"126" "50" "0.14" "0.8" "Chain" "-0.141542452392247"
"126" "50" "0.14" "0.8" "Apparent" "-0.10341410918501"
"126" "50" "0.14" "0.8" "Direct" "0.396822644023287"
"126" "50" "0.14" "1" "Omnivory" "0.0943204268961883"
"126" "50" "0.14" "1" "Chain" "-0.234881284093193"
"126" "50" "0.14" "1" "Apparent" "-0.0184862889568547"
"126" "50" "0.14" "1" "Direct" "0.333369886743898"
"127" "50" "0.14" "0" "Omnivory" "0.260093957255993"
"127" "50" "0.14" "0" "Chain" "-0.0631269390509158"
"127" "50" "0.14" "0" "Apparent" "-0.473726505576119"
"127" "50" "0.14" "0" "Direct" "0.556422436512995"
"127" "50" "0.14" "0.2" "Omnivory" "0.184773893593479"
"127" "50" "0.14" "0.2" "Chain" "-0.116066208897322"
"127" "50" "0.14" "0.2" "Apparent" "-0.341488546120948"
"127" "50" "0.14" "0.2" "Direct" "0.467753334171768"
"127" "50" "0.14" "0.4" "Omnivory" "0.119924047423724"
"127" "50" "0.14" "0.4" "Chain" "-0.184613992456951"
"127" "50" "0.14" "0.4" "Apparent" "-0.207961539104359"
"127" "50" "0.14" "0.4" "Direct" "0.390364692664362"
"127" "50" "0.14" "0.6" "Omnivory" "0.121135635297599"
"127" "50" "0.14" "0.6" "Chain" "-0.234372463426995"
"127" "50" "0.14" "0.6" "Apparent" "-0.1118780798972"
"127" "50" "0.14" "0.6" "Direct" "0.307499955031082"
"127" "50" "0.14" "0.8" "Omnivory" "0.120663017955521"
"127" "50" "0.14" "0.8" "Chain" "-0.31281960968657"
"127" "50" "0.14" "0.8" "Apparent" "-0.0143566646607056"
"127" "50" "0.14" "0.8" "Direct" "0.252542894324026"
"127" "50" "0.14" "1" "Omnivory" "0.120082931737475"
"127" "50" "0.14" "1" "Chain" "-0.38011742703629"
"127" "50" "0.14" "1" "Apparent" "0.0799304059568072"
"127" "50" "0.14" "1" "Direct" "0.190422358930709"
"128" "50" "0.14" "0" "Omnivory" "0.876864761179829"
"128" "50" "0.14" "0" "Chain" "0.0586025154743726"
"128" "50" "0.14" "0" "Apparent" "-0.498974406973824"
"128" "50" "0.14" "0" "Direct" "0.378677109936809"
"128" "50" "0.14" "0.2" "Omnivory" "0.723425841197962"
"128" "50" "0.14" "0.2" "Chain" "-0.0143481937073201"
"128" "50" "0.14" "0.2" "Apparent" "-0.374949625952398"
"128" "50" "0.14" "0.2" "Direct" "0.305276587526194"
"128" "50" "0.14" "0.4" "Omnivory" "0.572773005338999"
"128" "50" "0.14" "0.4" "Chain" "-0.102944120277848"
"128" "50" "0.14" "0.4" "Apparent" "-0.248508162077464"
"128" "50" "0.14" "0.4" "Direct" "0.247058778006757"
"128" "50" "0.14" "0.6" "Omnivory" "0.443973796804799"
"128" "50" "0.14" "0.6" "Chain" "-0.195541873027633"
"128" "50" "0.14" "0.6" "Apparent" "-0.13262642144854"
"128" "50" "0.14" "0.6" "Direct" "0.202845053053949"
"128" "50" "0.14" "0.8" "Omnivory" "0.334177884042119"
"128" "50" "0.14" "0.8" "Chain" "-0.293143221487465"
"128" "50" "0.14" "0.8" "Apparent" "-0.0123958514912956"
"128" "50" "0.14" "0.8" "Direct" "0.145665374452976"
"128" "50" "0.14" "1" "Omnivory" "0.206057443549434"
"128" "50" "0.14" "1" "Chain" "-0.389589498042202"
"128" "50" "0.14" "1" "Apparent" "0.101315293008366"
"128" "50" "0.14" "1" "Direct" "0.107326609613098"
"129" "50" "0.14" "0" "Omnivory" "0.187668490627547"
"129" "50" "0.14" "0" "Chain" "0.161235213143813"
"129" "50" "0.14" "0" "Apparent" "-0.345145078971067"
"129" "50" "0.14" "0" "Direct" "0.259889824064572"
"129" "50" "0.14" "0.2" "Omnivory" "0.0715970437387183"
"129" "50" "0.14" "0.2" "Chain" "0.0834339449571436"
"129" "50" "0.14" "0.2" "Apparent" "-0.229390370861959"
"129" "50" "0.14" "0.2" "Direct" "0.242501818103888"
"129" "50" "0.14" "0.4" "Omnivory" "0.0315607222310608"
"129" "50" "0.14" "0.4" "Chain" "-0.00942979059140157"
"129" "50" "0.14" "0.4" "Apparent" "-0.122517401019865"
"129" "50" "0.14" "0.4" "Direct" "0.202689550088642"
"129" "50" "0.14" "0.6" "Omnivory" "0.0412542629795715"
"129" "50" "0.14" "0.6" "Chain" "-0.100123399132924"
"129" "50" "0.14" "0.6" "Apparent" "-0.0346554783501761"
"129" "50" "0.14" "0.6" "Direct" "0.155663338912991"
"129" "50" "0.14" "0.8" "Omnivory" "0.0703424461706237"
"129" "50" "0.14" "0.8" "Chain" "-0.200485760908503"
"129" "50" "0.14" "0.8" "Apparent" "0.061650731325786"
"129" "50" "0.14" "0.8" "Direct" "0.0903520426309946"
"129" "50" "0.14" "1" "Omnivory" "0.116649980633256"
"129" "50" "0.14" "1" "Chain" "-0.293973220778407"
"129" "50" "0.14" "1" "Apparent" "0.146085682344976"
"129" "50" "0.14" "1" "Direct" "0.0212358213738551"
"130" "50" "0.14" "0" "Omnivory" "0.180098016270804"
"130" "50" "0.14" "0" "Chain" "0.0731972090735833"
"130" "50" "0.14" "0" "Apparent" "-0.2328498063261"
"130" "50" "0.14" "0" "Direct" "0.200587722954541"
"130" "50" "0.14" "0.2" "Omnivory" "0.108500584510063"
"130" "50" "0.14" "0.2" "Chain" "0.0331106185457624"
"130" "50" "0.14" "0.2" "Apparent" "-0.162571872997512"
"130" "50" "0.14" "0.2" "Direct" "0.190950286563717"
"130" "50" "0.14" "0.4" "Omnivory" "0.0871981808453269"
"130" "50" "0.14" "0.4" "Chain" "-0.037932354395026"
"130" "50" "0.14" "0.4" "Apparent" "-0.0935407250030986"
"130" "50" "0.14" "0.4" "Direct" "0.188952637185922"
"130" "50" "0.14" "0.6" "Omnivory" "0.0824011597376567"
"130" "50" "0.14" "0.6" "Chain" "-0.113355652474078"
"130" "50" "0.14" "0.6" "Apparent" "-0.0217194118758649"
"130" "50" "0.14" "0.6" "Direct" "0.171541881033696"
"130" "50" "0.14" "0.8" "Omnivory" "0.0906782673917199"
"130" "50" "0.14" "0.8" "Chain" "-0.196741869606429"
"130" "50" "0.14" "0.8" "Apparent" "0.0540157761987526"
"130" "50" "0.14" "0.8" "Direct" "0.145234167725391"
"130" "50" "0.14" "1" "Omnivory" "0.108612715107093"
"130" "50" "0.14" "1" "Chain" "-0.269892963959113"
"130" "50" "0.14" "1" "Apparent" "0.104791902820032"
"130" "50" "0.14" "1" "Direct" "0.144048223078824"
"131" "50" "0.14" "0" "Omnivory" "0.123387520959856"
"131" "50" "0.14" "0" "Chain" "0.0580521573946559"
"131" "50" "0.14" "0" "Apparent" "-0.449443819773868"
"131" "50" "0.14" "0" "Direct" "0.717448825653303"
"131" "50" "0.14" "0.2" "Omnivory" "0.0227001365912534"
"131" "50" "0.14" "0.2" "Chain" "-0.0116665401553352"
"131" "50" "0.14" "0.2" "Apparent" "-0.307679641620795"
"131" "50" "0.14" "0.2" "Direct" "0.615969751342087"
"131" "50" "0.14" "0.4" "Omnivory" "-0.0178234066753929"
"131" "50" "0.14" "0.4" "Chain" "-0.08636590388031"
"131" "50" "0.14" "0.4" "Apparent" "-0.185767713368351"
"131" "50" "0.14" "0.4" "Direct" "0.512485614799215"
"131" "50" "0.14" "0.6" "Omnivory" "-0.00169897683062372"
"131" "50" "0.14" "0.6" "Chain" "-0.181651179878657"
"131" "50" "0.14" "0.6" "Apparent" "-0.0747023172476798"
"131" "50" "0.14" "0.6" "Direct" "0.41211135732627"
"131" "50" "0.14" "0.8" "Omnivory" "0.0279787684611683"
"131" "50" "0.14" "0.8" "Chain" "-0.280141132409898"
"131" "50" "0.14" "0.8" "Apparent" "0.037069984386189"
"131" "50" "0.14" "0.8" "Direct" "0.303044386129157"
"131" "50" "0.14" "1" "Omnivory" "0.0547788291837406"
"131" "50" "0.14" "1" "Chain" "-0.373943008619028"
"131" "50" "0.14" "1" "Apparent" "0.146290623155204"
"131" "50" "0.14" "1" "Direct" "0.192760384265169"
"132" "50" "0.14" "0" "Omnivory" "-0.0938030582329924"
"132" "50" "0.14" "0" "Chain" "0.257529738148067"
"132" "50" "0.14" "0" "Apparent" "-0.230608277041902"
"132" "50" "0.14" "0" "Direct" "0.274765281052832"
"132" "50" "0.14" "0.2" "Omnivory" "-0.161959142324139"
"132" "50" "0.14" "0.2" "Chain" "0.196714493442674"
"132" "50" "0.14" "0.2" "Apparent" "-0.150240805503962"
"132" "50" "0.14" "0.2" "Direct" "0.244144480787002"
"132" "50" "0.14" "0.4" "Omnivory" "-0.14606575453738"
"132" "50" "0.14" "0.4" "Chain" "0.0828638962814431"
"132" "50" "0.14" "0.4" "Apparent" "-0.0742237855857324"
"132" "50" "0.14" "0.4" "Direct" "0.22623734872941"
"132" "50" "0.14" "0.6" "Omnivory" "-0.1192361839644"
