"Network" "S" "C" "Disturbance" "Motif" "Motif_slope"
"220" "80" "0.18" "0.8" "Chain" "-0.291052572052242"
"220" "80" "0.18" "0.8" "Apparent" "0.0122267245975509"
"220" "80" "0.18" "0.8" "Direct" "0.0469039025157172"
"220" "80" "0.18" "1" "Omnivory" "0.344355906535705"
"220" "80" "0.18" "1" "Chain" "-0.3065423102155"
"220" "80" "0.18" "1" "Apparent" "0.0607476762605118"
"220" "80" "0.18" "1" "Direct" "0.0427293932776634"
"221" "70" "0.18" "0" "Omnivory" "-0.228193125528586"
"221" "70" "0.18" "0" "Chain" "0.194554242086757"
"221" "70" "0.18" "0" "Apparent" "-0.225423129133453"
"221" "70" "0.18" "0" "Direct" "0.498095024694956"
"221" "70" "0.18" "0.2" "Omnivory" "-0.331514919484095"
"221" "70" "0.18" "0.2" "Chain" "0.140512935029583"
"221" "70" "0.18" "0.2" "Apparent" "-0.123526826888957"
"221" "70" "0.18" "0.2" "Direct" "0.430695610914547"
"221" "70" "0.18" "0.4" "Omnivory" "-0.311575411657597"
"221" "70" "0.18" "0.4" "Chain" "0.0539577484849276"
"221" "70" "0.18" "0.4" "Apparent" "-0.0492690745614889"
"221" "70" "0.18" "0.4" "Direct" "0.406484876351949"
"221" "70" "0.18" "0.6" "Omnivory" "-0.267326545220455"
"221" "70" "0.18" "0.6" "Chain" "-0.0375222204685142"
"221" "70" "0.18" "0.6" "Apparent" "0.00283549898298012"
"221" "70" "0.18" "0.6" "Direct" "0.447859499612551"
"221" "70" "0.18" "0.8" "Omnivory" "-0.183794879719099"
"221" "70" "0.18" "0.8" "Chain" "-0.144264383106724"
"221" "70" "0.18" "0.8" "Apparent" "0.0477645231383295"
"221" "70" "0.18" "0.8" "Direct" "0.509909112307317"
"221" "70" "0.18" "1" "Omnivory" "-0.113943330811305"
"221" "70" "0.18" "1" "Chain" "-0.235681248898102"
"221" "70" "0.18" "1" "Apparent" "0.0726576862264408"
"221" "70" "0.18" "1" "Direct" "0.606230819465789"
"222" "70" "0.18" "0" "Omnivory" "0.0321923158705002"
"222" "70" "0.18" "0" "Chain" "0.146813752565963"
"222" "70" "0.18" "0" "Apparent" "-0.410481638054053"
"222" "70" "0.18" "0" "Direct" "0.87323837409774"
"222" "70" "0.18" "0.2" "Omnivory" "-0.108700167150122"
"222" "70" "0.18" "0.2" "Chain" "0.107542500085667"
"222" "70" "0.18" "0.2" "Apparent" "-0.275039593840736"
"222" "70" "0.18" "0.2" "Direct" "0.81387981298916"
"222" "70" "0.18" "0.4" "Omnivory" "-0.127361070236954"
"222" "70" "0.18" "0.4" "Chain" "0.0203817005315677"
"222" "70" "0.18" "0.4" "Apparent" "-0.151423590487041"
"222" "70" "0.18" "0.4" "Direct" "0.700762497674473"
"222" "70" "0.18" "0.6" "Omnivory" "-0.115225882222577"
"222" "70" "0.18" "0.6" "Chain" "-0.0821779587180396"
"222" "70" "0.18" "0.6" "Apparent" "-0.0303723555693138"
"222" "70" "0.18" "0.6" "Direct" "0.588634692406247"
"222" "70" "0.18" "0.8" "Omnivory" "-0.056271214459329"
"222" "70" "0.18" "0.8" "Chain" "-0.20477811693969"
"222" "70" "0.18" "0.8" "Apparent" "0.0824415951435568"
"222" "70" "0.18" "0.8" "Direct" "0.472141533923039"
"222" "70" "0.18" "1" "Omnivory" "0.0216754194397218"
"222" "70" "0.18" "1" "Chain" "-0.339955741485049"
"222" "70" "0.18" "1" "Apparent" "0.198407990490123"
"222" "70" "0.18" "1" "Direct" "0.335590054737374"
"223" "80" "0.14" "0" "Omnivory" "0.199338296821276"
"223" "80" "0.14" "0" "Chain" "0.0294704136097454"
"223" "80" "0.14" "0" "Apparent" "-0.3428550927546"
"223" "80" "0.14" "0" "Direct" "0.323622124956654"
"223" "80" "0.14" "0.2" "Omnivory" "0.0858024305953279"
"223" "80" "0.14" "0.2" "Chain" "-0.0106446938233432"
"223" "80" "0.14" "0.2" "Apparent" "-0.219394931013913"
"223" "80" "0.14" "0.2" "Direct" "0.243352993587924"
"223" "80" "0.14" "0.4" "Omnivory" "-0.00595800764655424"
"223" "80" "0.14" "0.4" "Chain" "-0.0480874159943113"
"223" "80" "0.14" "0.4" "Apparent" "-0.107237162121494"
"223" "80" "0.14" "0.4" "Direct" "0.169373223739944"
"223" "80" "0.14" "0.6" "Omnivory" "-0.070440652960016"
"223" "80" "0.14" "0.6" "Chain" "-0.0761282320289917"
"223" "80" "0.14" "0.6" "Apparent" "-0.015069884225676"
"223" "80" "0.14" "0.6" "Direct" "0.103529642491412"
"223" "80" "0.14" "0.8" "Omnivory" "-0.15160052926334"
"223" "80" "0.14" "0.8" "Chain" "-0.0955174649267175"
"223" "80" "0.14" "0.8" "Apparent" "0.0345945274338771"
"223" "80" "0.14" "0.8" "Direct" "0.0869161030259894"
"223" "80" "0.14" "1" "Omnivory" "-0.220977805995152"
"223" "80" "0.14" "1" "Chain" "-0.112314091398904"
"223" "80" "0.14" "1" "Apparent" "0.12096313774888"
"223" "80" "0.14" "1" "Direct" "0.0205801447805883"
"224" "70" "0.18" "0" "Omnivory" "0.679144821678501"
"224" "70" "0.18" "0" "Chain" "-0.119398056563696"
"224" "70" "0.18" "0" "Apparent" "-0.604272501731981"
"224" "70" "0.18" "0" "Direct" "0.713094199826047"
"224" "70" "0.18" "0.2" "Omnivory" "0.549005356755062"
"224" "70" "0.18" "0.2" "Chain" "-0.113486947847815"
"224" "70" "0.18" "0.2" "Apparent" "-0.483720827541169"
"224" "70" "0.18" "0.2" "Direct" "0.587158066309774"
"224" "70" "0.18" "0.4" "Omnivory" "0.465988479505085"
"224" "70" "0.18" "0.4" "Chain" "-0.119896118161858"
"224" "70" "0.18" "0.4" "Apparent" "-0.359734602539281"
"224" "70" "0.18" "0.4" "Direct" "0.43111223329018"
"224" "70" "0.18" "0.6" "Omnivory" "0.420613003686863"
"224" "70" "0.18" "0.6" "Chain" "-0.125355387499657"
"224" "70" "0.18" "0.6" "Apparent" "-0.27295991765581"
"224" "70" "0.18" "0.6" "Direct" "0.312235330919742"
"224" "70" "0.18" "0.8" "Omnivory" "0.356433551398958"
"224" "70" "0.18" "0.8" "Chain" "-0.124552084066263"
"224" "70" "0.18" "0.8" "Apparent" "-0.169997267334248"
"224" "70" "0.18" "0.8" "Direct" "0.172265766972607"
"224" "70" "0.18" "1" "Omnivory" "0.3268823337106"
"224" "70" "0.18" "1" "Chain" "-0.120740913037661"
"224" "70" "0.18" "1" "Apparent" "-0.0914198369517745"
"224" "70" "0.18" "1" "Direct" "0.0410987094471548"
"225" "80" "0.14" "0" "Omnivory" "0.719991429665971"
"225" "80" "0.14" "0" "Chain" "0.223767961561494"
"225" "80" "0.14" "0" "Apparent" "-0.571468273130561"
"225" "80" "0.14" "0" "Direct" "0.417245826380383"
"225" "80" "0.14" "0.2" "Omnivory" "0.587669933201108"
"225" "80" "0.14" "0.2" "Chain" "0.0581681441768325"
"225" "80" "0.14" "0.2" "Apparent" "-0.386987196085921"
"225" "80" "0.14" "0.2" "Direct" "0.306940130996166"
"225" "80" "0.14" "0.4" "Omnivory" "0.476611304762592"
"225" "80" "0.14" "0.4" "Chain" "-0.0779434278038775"
"225" "80" "0.14" "0.4" "Apparent" "-0.232879079648803"
"225" "80" "0.14" "0.4" "Direct" "0.219137141307362"
"225" "80" "0.14" "0.6" "Omnivory" "0.366955222239447"
"225" "80" "0.14" "0.6" "Chain" "-0.185213053530274"
"225" "80" "0.14" "0.6" "Apparent" "-0.112394326517267"
"225" "80" "0.14" "0.6" "Direct" "0.18128784014279"
"225" "80" "0.14" "0.8" "Omnivory" "0.321714453927902"
"225" "80" "0.14" "0.8" "Chain" "-0.280286519288941"
"225" "80" "0.14" "0.8" "Apparent" "-0.0104852276568579"
"225" "80" "0.14" "0.8" "Direct" "0.10058251993047"
"225" "80" "0.14" "1" "Omnivory" "0.279320663689752"
"225" "80" "0.14" "1" "Chain" "-0.368462349918879"
"225" "80" "0.14" "1" "Apparent" "0.0830802443404542"
"225" "80" "0.14" "1" "Direct" "0.0271037980418115"
"226" "70" "0.18" "0" "Omnivory" "0.507199290361969"
"226" "70" "0.18" "0" "Chain" "0.120056401148055"
"226" "70" "0.18" "0" "Apparent" "-0.223904626501752"
"226" "70" "0.18" "0" "Direct" "-0.138070142445566"
"226" "70" "0.18" "0.2" "Omnivory" "0.381876064409779"
"226" "70" "0.18" "0.2" "Chain" "0.0134357340071202"
"226" "70" "0.18" "0.2" "Apparent" "-0.0837885646899183"
"226" "70" "0.18" "0.2" "Direct" "-0.159297824839589"
"226" "70" "0.18" "0.4" "Omnivory" "0.276441566276502"
"226" "70" "0.18" "0.4" "Chain" "-0.0655280470155686"
"226" "70" "0.18" "0.4" "Apparent" "0.000892941324268425"
"226" "70" "0.18" "0.4" "Direct" "-0.129421414528822"
"226" "70" "0.18" "0.6" "Omnivory" "0.242879977216935"
"226" "70" "0.18" "0.6" "Chain" "-0.135912693982102"
"226" "70" "0.18" "0.6" "Apparent" "0.0450084062656552"
"226" "70" "0.18" "0.6" "Direct" "-0.0923294578359037"
"226" "70" "0.18" "0.8" "Omnivory" "0.210673925341858"
"226" "70" "0.18" "0.8" "Chain" "-0.196854582254982"
"226" "70" "0.18" "0.8" "Apparent" "0.0791005192709535"
"226" "70" "0.18" "0.8" "Direct" "-0.0507973706054328"
"226" "70" "0.18" "1" "Omnivory" "0.200592369657956"
"226" "70" "0.18" "1" "Chain" "-0.263356161483724"
"226" "70" "0.18" "1" "Apparent" "0.123166338866365"
"226" "70" "0.18" "1" "Direct" "-0.0381265770826071"
"228" "80" "0.14" "0" "Omnivory" "0.720555787264995"
"228" "80" "0.14" "0" "Chain" "-0.217506993278525"
"228" "80" "0.14" "0" "Apparent" "-0.16891790689539"
"228" "80" "0.14" "0" "Direct" "0.178531739581658"
"228" "80" "0.14" "0.2" "Omnivory" "0.583168143315329"
"228" "80" "0.14" "0.2" "Chain" "-0.227941718170378"
"228" "80" "0.14" "0.2" "Apparent" "-0.0794216802835116"
"228" "80" "0.14" "0.2" "Direct" "0.145490897611549"
"228" "80" "0.14" "0.4" "Omnivory" "0.524487129306193"
"228" "80" "0.14" "0.4" "Chain" "-0.215976865990012"
"228" "80" "0.14" "0.4" "Apparent" "-0.0296745782679233"
"228" "80" "0.14" "0.4" "Direct" "0.0950306643534524"
"228" "80" "0.14" "0.6" "Omnivory" "0.474488591871816"
"228" "80" "0.14" "0.6" "Chain" "-0.239879681134412"
"228" "80" "0.14" "0.6" "Apparent" "0.0263637183762202"
"228" "80" "0.14" "0.6" "Direct" "0.0817545183119704"
"228" "80" "0.14" "0.8" "Omnivory" "0.446085143161262"
"228" "80" "0.14" "0.8" "Chain" "-0.230992951537147"
"228" "80" "0.14" "0.8" "Apparent" "0.0614404032930537"
"228" "80" "0.14" "0.8" "Direct" "0.0399071096885634"
"228" "80" "0.14" "1" "Omnivory" "0.434031384520692"
"228" "80" "0.14" "1" "Chain" "-0.259925174289049"
"228" "80" "0.14" "1" "Apparent" "0.109622671794956"
"228" "80" "0.14" "1" "Direct" "0.0248904825140657"
"229" "90" "0.14" "0" "Omnivory" "1.27362788286755"
"229" "90" "0.14" "0" "Chain" "0.390441018888111"
"229" "90" "0.14" "0" "Apparent" "-0.85798555053233"
"229" "90" "0.14" "0" "Direct" "1.2044079852435"
"229" "90" "0.14" "0.2" "Omnivory" "0.981542099750412"
"229" "90" "0.14" "0.2" "Chain" "0.198815427570188"
"229" "90" "0.14" "0.2" "Apparent" "-0.611901443530721"
"229" "90" "0.14" "0.2" "Direct" "0.962408431942709"
"229" "90" "0.14" "0.4" "Omnivory" "0.776043276613196"
"229" "90" "0.14" "0.4" "Chain" "0.0715605287830632"
"229" "90" "0.14" "0.4" "Apparent" "-0.426420173161175"
"229" "90" "0.14" "0.4" "Direct" "0.74730272210683"
"229" "90" "0.14" "0.6" "Omnivory" "0.614994066468473"
"229" "90" "0.14" "0.6" "Chain" "-0.05437347025634"
"229" "90" "0.14" "0.6" "Apparent" "-0.264580969484015"
"229" "90" "0.14" "0.6" "Direct" "0.588844191637285"
"229" "90" "0.14" "0.8" "Omnivory" "0.498788866373315"
"229" "90" "0.14" "0.8" "Chain" "-0.143626619073967"
"229" "90" "0.14" "0.8" "Apparent" "-0.140053856324273"
"229" "90" "0.14" "0.8" "Direct" "0.447595150915213"
"229" "90" "0.14" "1" "Omnivory" "0.40872455858329"
"229" "90" "0.14" "1" "Chain" "-0.237642252249229"
"229" "90" "0.14" "1" "Apparent" "-0.0265652830535682"
"229" "90" "0.14" "1" "Direct" "0.335583714633314"
"230" "80" "0.18" "0" "Omnivory" "1.02939542460648"
"230" "80" "0.18" "0" "Chain" "-0.318245492953605"
"230" "80" "0.18" "0" "Apparent" "-0.397814816187796"
"230" "80" "0.18" "0" "Direct" "0.197773151036647"
"230" "80" "0.18" "0.2" "Omnivory" "0.936808936639458"
"230" "80" "0.18" "0.2" "Chain" "-0.304699669271876"
"230" "80" "0.18" "0.2" "Apparent" "-0.301471337666059"
"230" "80" "0.18" "0.2" "Direct" "0.0976348930411286"
"230" "80" "0.18" "0.4" "Omnivory" "0.807965687547842"
"230" "80" "0.18" "0.4" "Chain" "-0.291270852579697"
"230" "80" "0.18" "0.4" "Apparent" "-0.198987609392411"
"230" "80" "0.18" "0.4" "Direct" "0.0219072497489568"
"230" "80" "0.18" "0.6" "Omnivory" "0.685389063336412"
"230" "80" "0.18" "0.6" "Chain" "-0.274517892179908"
"230" "80" "0.18" "0.6" "Apparent" "-0.103716882795047"
"230" "80" "0.18" "0.6" "Direct" "-0.0499024651918923"
"230" "80" "0.18" "0.8" "Omnivory" "0.576677030071999"
"230" "80" "0.18" "0.8" "Chain" "-0.276784653989827"
"230" "80" "0.18" "0.8" "Apparent" "0.000363784125030093"
"230" "80" "0.18" "0.8" "Direct" "-0.119629563802621"
"230" "80" "0.18" "1" "Omnivory" "0.461019076657266"
"230" "80" "0.18" "1" "Chain" "-0.268039622000352"
"230" "80" "0.18" "1" "Apparent" "0.101700910893186"
"230" "80" "0.18" "1" "Direct" "-0.19343907771313"
"231" "90" "0.14" "0" "Omnivory" "0.773365574888838"
"231" "90" "0.14" "0" "Chain" "-0.0462499315590092"
"231" "90" "0.14" "0" "Apparent" "-0.165033456861662"
"231" "90" "0.14" "0" "Direct" "0.0377142156291394"
"231" "90" "0.14" "0.2" "Omnivory" "0.648226706296423"
"231" "90" "0.14" "0.2" "Chain" "-0.100640116643566"
"231" "90" "0.14" "0.2" "Apparent" "-0.0755315166175218"
"231" "90" "0.14" "0.2" "Direct" "0.0250256025071775"
"231" "90" "0.14" "0.4" "Omnivory" "0.465027486678852"
"231" "90" "0.14" "0.4" "Chain" "-0.179606904990797"
"231" "90" "0.14" "0.4" "Apparent" "0.0351094811342335"
"231" "90" "0.14" "0.4" "Direct" "0.0626712244712981"
"231" "90" "0.14" "0.6" "Omnivory" "0.302280134935598"
"231" "90" "0.14" "0.6" "Chain" "-0.263007803245057"
"231" "90" "0.14" "0.6" "Apparent" "0.12610689740671"
"231" "90" "0.14" "0.6" "Direct" "0.15099812466704"
"231" "90" "0.14" "0.8" "Omnivory" "0.150806296040993"
"231" "90" "0.14" "0.8" "Chain" "-0.372555109159341"
"231" "90" "0.14" "0.8" "Apparent" "0.232832526397266"
"231" "90" "0.14" "0.8" "Direct" "0.251620392409698"
"231" "90" "0.14" "1" "Omnivory" "-0.00475886726451364"
"231" "90" "0.14" "1" "Chain" "-0.4796265537669"
"231" "90" "0.14" "1" "Apparent" "0.332219455381716"
"231" "90" "0.14" "1" "Direct" "0.356754801053525"
"232" "70" "0.18" "0" "Omnivory" "1.03326012827752"
"232" "70" "0.18" "0" "Chain" "-0.117556714084677"
"232" "70" "0.18" "0" "Apparent" "-0.447623808292031"
"232" "70" "0.18" "0" "Direct" "0.0887029186766929"
"232" "70" "0.18" "0.2" "Omnivory" "0.908594175717288"
"232" "70" "0.18" "0.2" "Chain" "-0.181975516772039"
"232" "70" "0.18" "0.2" "Apparent" "-0.293235934320686"
"232" "70" "0.18" "0.2" "Direct" "-0.0208775289668533"
"232" "70" "0.18" "0.4" "Omnivory" "0.832628635929365"
"232" "70" "0.18" "0.4" "Chain" "-0.243591654313332"
"232" "70" "0.18" "0.4" "Apparent" "-0.161148080664412"
"232" "70" "0.18" "0.4" "Direct" "-0.145833101879397"
"232" "70" "0.18" "0.6" "Omnivory" "0.768141445405413"
"232" "70" "0.18" "0.6" "Chain" "-0.291268216365786"
"232" "70" "0.18" "0.6" "Apparent" "-0.0533277435203502"
"232" "70" "0.18" "0.6" "Direct" "-0.254363042153356"
"232" "70" "0.18" "0.8" "Omnivory" "0.774668502693519"
"232" "70" "0.18" "0.8" "Chain" "-0.36208296008473"
"232" "70" "0.18" "0.8" "Apparent" "0.0402503625312755"
"232" "70" "0.18" "0.8" "Direct" "-0.370762749699357"
"232" "70" "0.18" "1" "Omnivory" "0.793643150824883"
"232" "70" "0.18" "1" "Chain" "-0.43619354674024"
"232" "70" "0.18" "1" "Apparent" "0.133060278016646"
"232" "70" "0.18" "1" "Direct" "-0.505950798592863"
"233" "80" "0.14" "0" "Omnivory" "0.717228570698616"
"233" "80" "0.14" "0" "Chain" "-0.0120187109158449"
"233" "80" "0.14" "0" "Apparent" "-0.373938007572104"
"233" "80" "0.14" "0" "Direct" "0.219285062532838"
"233" "80" "0.14" "0.2" "Omnivory" "0.567883323039887"
"233" "80" "0.14" "0.2" "Chain" "-0.0571627445596917"
"233" "80" "0.14" "0.2" "Apparent" "-0.250306485218745"
"233" "80" "0.14" "0.2" "Direct" "0.163821810320998"
"233" "80" "0.14" "0.4" "Omnivory" "0.529079824833434"
"233" "80" "0.14" "0.4" "Chain" "-0.129144034260376"
"233" "80" "0.14" "0.4" "Apparent" "-0.132021605661857"
"233" "80" "0.14" "0.4" "Direct" "0.0837203740321161"
"233" "80" "0.14" "0.6" "Omnivory" "0.559863109196598"
"233" "80" "0.14" "0.6" "Chain" "-0.202088791829249"
"233" "80" "0.14" "0.6" "Apparent" "-0.0278673720337248"
"233" "80" "0.14" "0.6" "Direct" "-0.0189762104290335"
"233" "80" "0.14" "0.8" "Omnivory" "0.624948476243185"
"233" "80" "0.14" "0.8" "Chain" "-0.279590590674173"
"233" "80" "0.14" "0.8" "Apparent" "0.0715230273465252"
"233" "80" "0.14" "0.8" "Direct" "-0.132692726132138"
"233" "80" "0.14" "1" "Omnivory" "0.746036090821551"
"233" "80" "0.14" "1" "Chain" "-0.352844240101982"
"233" "80" "0.14" "1" "Apparent" "0.167935805401111"
"233" "80" "0.14" "1" "Direct" "-0.293846441229021"
"234" "70" "0.18" "0" "Omnivory" "0.758922837828919"
"234" "70" "0.18" "0" "Chain" "0.368986877490055"
"234" "70" "0.18" "0" "Apparent" "-0.487003014734941"
"234" "70" "0.18" "0" "Direct" "-0.108988281379306"
"234" "70" "0.18" "0.2" "Omnivory" "0.459403757572494"
"234" "70" "0.18" "0.2" "Chain" "0.222096026556674"
"234" "70" "0.18" "0.2" "Apparent" "-0.352337493810902"
"234" "70" "0.18" "0.2" "Direct" "-0.0226188717014893"
"234" "70" "0.18" "0.4" "Omnivory" "0.24466814330909"
"234" "70" "0.18" "0.4" "Chain" "0.0948415232725231"
"234" "70" "0.18" "0.4" "Apparent" "-0.246118501396843"
"234" "70" "0.18" "0.4" "Direct" "0.0432635575057311"
"234" "70" "0.18" "0.6" "Omnivory" "0.0629323509112921"
"234" "70" "0.18" "0.6" "Chain" "-0.013387102782241"
"234" "70" "0.18" "0.6" "Apparent" "-0.14839038282548"
"234" "70" "0.18" "0.6" "Direct" "0.0937444059915375"
"234" "70" "0.18" "0.8" "Omnivory" "-0.0981096819704845"
"234" "70" "0.18" "0.8" "Chain" "-0.113325943824841"
"234" "70" "0.18" "0.8" "Apparent" "-0.0739802239771806"
"234" "70" "0.18" "0.8" "Direct" "0.149603145047396"
"234" "70" "0.18" "1" "Omnivory" "-0.243824088326226"
"234" "70" "0.18" "1" "Chain" "-0.193322877334891"
"234" "70" "0.18" "1" "Apparent" "-0.0114264817678824"
"234" "70" "0.18" "1" "Direct" "0.198394474040118"
"235" "80" "0.14" "0" "Omnivory" "0.945103078513467"
"235" "80" "0.14" "0" "Chain" "0.354664882431281"
"235" "80" "0.14" "0" "Apparent" "-0.719264228314694"
"235" "80" "0.14" "0" "Direct" "-0.0968223016072315"
"235" "80" "0.14" "0.2" "Omnivory" "0.774831680421518"
"235" "80" "0.14" "0.2" "Chain" "0.189363636189332"
"235" "80" "0.14" "0.2" "Apparent" "-0.512658124885749"
"235" "80" "0.14" "0.2" "Direct" "-0.141133991033797"
"235" "80" "0.14" "0.4" "Omnivory" "0.662303117806478"
"235" "80" "0.14" "0.4" "Chain" "0.101237995204284"
"235" "80" "0.14" "0.4" "Apparent" "-0.387347733022104"
"235" "80" "0.14" "0.4" "Direct" "-0.169671654261885"
"235" "80" "0.14" "0.6" "Omnivory" "0.638751475655174"
"235" "80" "0.14" "0.6" "Chain" "0.0190099799146443"
"235" "80" "0.14" "0.6" "Apparent" "-0.303310619046527"
"235" "80" "0.14" "0.6" "Direct" "-0.235756218607371"
"235" "80" "0.14" "0.8" "Omnivory" "0.614867730312611"
"235" "80" "0.14" "0.8" "Chain" "-0.0593534344229527"
"235" "80" "0.14" "0.8" "Apparent" "-0.227327651572244"
"235" "80" "0.14" "0.8" "Direct" "-0.275994394031834"
"235" "80" "0.14" "1" "Omnivory" "0.624633000087262"
"235" "80" "0.14" "1" "Chain" "-0.100200376107722"
"235" "80" "0.14" "1" "Apparent" "-0.186897883003204"
"235" "80" "0.14" "1" "Direct" "-0.349309983518984"
"236" "80" "0.18" "0" "Omnivory" "0.859818652335742"
"236" "80" "0.18" "0" "Chain" "0.399520404366115"
"236" "80" "0.18" "0" "Apparent" "-0.685565369695294"
"236" "80" "0.18" "0" "Direct" "0.127105499719555"
"236" "80" "0.18" "0.2" "Omnivory" "0.623965719817179"
"236" "80" "0.18" "0.2" "Chain" "0.307686069198031"
"236" "80" "0.18" "0.2" "Apparent" "-0.487943259813925"
"236" "80" "0.18" "0.2" "Direct" "0.0291916236817584"
"236" "80" "0.18" "0.4" "Omnivory" "0.409209965223186"
"236" "80" "0.18" "0.4" "Chain" "0.146516910101792"
"236" "80" "0.18" "0.4" "Apparent" "-0.276059107990444"
"236" "80" "0.18" "0.4" "Direct" "0.00141420576308866"
"236" "80" "0.18" "0.6" "Omnivory" "0.221177836972591"
"236" "80" "0.18" "0.6" "Chain" "-0.0809750956368517"
"236" "80" "0.18" "0.6" "Apparent" "-0.0646095209436865"
"236" "80" "0.18" "0.6" "Direct" "0.06724023613685"
"236" "80" "0.18" "0.8" "Omnivory" "0.0397324835229902"
"236" "80" "0.18" "0.8" "Chain" "-0.293002230413363"
"236" "80" "0.18" "0.8" "Apparent" "0.139430637516904"
"236" "80" "0.18" "0.8" "Direct" "0.118526921228592"
"236" "80" "0.18" "1" "Omnivory" "-0.136727270261644"
"236" "80" "0.18" "1" "Chain" "-0.529042644809273"
"236" "80" "0.18" "1" "Apparent" "0.344134963503847"
"236" "80" "0.18" "1" "Direct" "0.192621076238361"
"237" "80" "0.14" "0" "Omnivory" "0.42506274915576"
"237" "80" "0.14" "0" "Chain" "0.336146247886872"
"237" "80" "0.14" "0" "Apparent" "-0.358246577256841"
"237" "80" "0.14" "0" "Direct" "-0.218165601153807"
"237" "80" "0.14" "0.2" "Omnivory" "0.348944595597479"
"237" "80" "0.14" "0.2" "Chain" "0.251120924207041"
"237" "80" "0.14" "0.2" "Apparent" "-0.231665747026334"
"237" "80" "0.14" "0.2" "Direct" "-0.254558671992262"
"237" "80" "0.14" "0.4" "Omnivory" "0.322608900365816"
"237" "80" "0.14" "0.4" "Chain" "0.137657436276391"
"237" "80" "0.14" "0.4" "Apparent" "-0.139730205740206"
"237" "80" "0.14" "0.4" "Direct" "-0.225446731050208"
"237" "80" "0.14" "0.6" "Omnivory" "0.33179929759026"
"237" "80" "0.14" "0.6" "Chain" "0.0102580921783591"
"237" "80" "0.14" "0.6" "Apparent" "-0.0650001778224746"
"237" "80" "0.14" "0.6" "Direct" "-0.171169971815899"
"237" "80" "0.14" "0.8" "Omnivory" "0.351205487718349"
"237" "80" "0.14" "0.8" "Chain" "-0.119849955275624"
"237" "80" "0.14" "0.8" "Apparent" "0.00268927519207651"
"237" "80" "0.14" "0.8" "Direct" "-0.107980229677365"
"237" "80" "0.14" "1" "Omnivory" "0.406249170102628"
"237" "80" "0.14" "1" "Chain" "-0.261382567978599"
"237" "80" "0.14" "1" "Apparent" "0.0583919449165636"
"237" "80" "0.14" "1" "Direct" "-0.0383419746683904"
"238" "70" "0.18" "0" "Omnivory" "0.845401991795361"
"238" "70" "0.18" "0" "Chain" "-0.226155650441843"
"238" "70" "0.18" "0" "Apparent" "-0.426481424269833"
"238" "70" "0.18" "0" "Direct" "0.293239085773654"
"238" "70" "0.18" "0.2" "Omnivory" "0.744525023665435"
"238" "70" "0.18" "0.2" "Chain" "-0.234300627308757"
"238" "70" "0.18" "0.2" "Apparent" "-0.291490917434728"
"238" "70" "0.18" "0.2" "Direct" "0.211139765857032"
"238" "70" "0.18" "0.4" "Omnivory" "0.690583420145522"
"238" "70" "0.18" "0.4" "Chain" "-0.250490424379177"
"238" "70" "0.18" "0.4" "Apparent" "-0.176922502934694"
"238" "70" "0.18" "0.4" "Direct" "0.132023759588503"
"238" "70" "0.18" "0.6" "Omnivory" "0.675270638194675"
"238" "70" "0.18" "0.6" "Chain" "-0.271360432678232"
"238" "70" "0.18" "0.6" "Apparent" "-0.11721042358825"
"238" "70" "0.18" "0.6" "Direct" "0.104113976732173"
"238" "70" "0.18" "0.8" "Omnivory" "0.686237037843931"
"238" "70" "0.18" "0.8" "Chain" "-0.301979116791808"
"238" "70" "0.18" "0.8" "Apparent" "-0.0598518313515651"
"238" "70" "0.18" "0.8" "Direct" "0.0735067495548543"
"238" "70" "0.18" "1" "Omnivory" "0.730747075540142"
"238" "70" "0.18" "1" "Chain" "-0.339081791561778"
"238" "70" "0.18" "1" "Apparent" "-0.0224479951861031"
"238" "70" "0.18" "1" "Direct" "0.0492406625731356"
"240" "70" "0.18" "0" "Omnivory" "0.0366604015083237"
"240" "70" "0.18" "0" "Chain" "-0.684416131294745"
"240" "70" "0.18" "0" "Apparent" "-0.363042470756375"
"240" "70" "0.18" "0" "Direct" "1.26582600984516"
"240" "70" "0.18" "0.2" "Omnivory" "-0.058508548347749"
"240" "70" "0.18" "0.2" "Chain" "-0.620059600102448"
"240" "70" "0.18" "0.2" "Apparent" "-0.279973281554752"
"240" "70" "0.18" "0.2" "Direct" "1.08519425014438"
"240" "70" "0.18" "0.4" "Omnivory" "-0.105193579155736"
"240" "70" "0.18" "0.4" "Chain" "-0.548764645039808"
"240" "70" "0.18" "0.4" "Apparent" "-0.209056857327947"
"240" "70" "0.18" "0.4" "Direct" "0.905707880719586"
"240" "70" "0.18" "0.6" "Omnivory" "-0.138934406518296"
"240" "70" "0.18" "0.6" "Chain" "-0.465513582829112"
"240" "70" "0.18" "0.6" "Apparent" "-0.134400704164739"
"240" "70" "0.18" "0.6" "Direct" "0.716932608285503"
"240" "70" "0.18" "0.8" "Omnivory" "-0.173644570658849"
"240" "70" "0.18" "0.8" "Chain" "-0.398214134610374"
"240" "70" "0.18" "0.8" "Apparent" "-0.0652934824322801"
"240" "70" "0.18" "0.8" "Direct" "0.563595728635786"
"240" "70" "0.18" "1" "Omnivory" "-0.187534270395442"
"240" "70" "0.18" "1" "Chain" "-0.315049414016725"
"240" "70" "0.18" "1" "Apparent" "0.0116630240768693"
"240" "70" "0.18" "1" "Direct" "0.382136231629549"
